mean_fit_time;std_fit_time;mean_score_time;std_score_time;param_bootstrap;param_max_features;param_min_samples_leaf;param_n_estimators;params;split0_test_score;split1_test_score;mean_test_score;std_test_score;rank_test_score
5.802497029304504;0.03250014781951904;0.42150187492370605;0.010500669479370117;True;sqrt;2;5500;{'bootstrap': True, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'n_estimators': 5500};0.6458333333333334;0.7083333333333334;0.6770833333333334;0.03125;25
16.13751482963562;0.4825124740600586;1.2984843254089355;0.061484336853027344;True;sqrt;2;14400;{'bootstrap': True, 'max_features': 'sqrt', 'min_samples_leaf': 2, 'n_estimators': 14400};0.6458333333333334;0.7083333333333334;0.6770833333333334;0.03125;25
0.1315147876739502;0.027481555938720703;0.03448677062988281;0.021514415740966797;True;log2;1;100;{'bootstrap': True, 'max_features': 'log2', 'min_samples_leaf': 1, 'n_estimators': 100};0.6770833333333334;0.6666666666666666;0.671875;0.00520833333333337;37
0.3754972219467163;0.036496758460998535;0.029999494552612305;0.00599980354309082;True;log2;1;300;{'bootstrap': True, 'max_features': 'log2', 'min_samples_leaf': 1, 'n_estimators': 300};0.6666666666666666;0.6666666666666666;0.6666666666666666;0.0;46
0.8745183944702148;0.021511077880859375;0.0794830322265625;0.0014863014221191406;True;log2;1;800;{'bootstrap': True, 'max_features': 'log2', 'min_samples_leaf': 1, 'n_estimators': 800};0.65625;0.6770833333333334;0.6666666666666667;0.010416666666666685;43
2.3815128803253174;0.04248237609863281;0.1604851484298706;0.0004857778549194336;True;log2;1;2100;{'bootstrap': True, 'max_features': 'log2', 'min_samples_leaf': 1, 'n_estimators': 2100};0.6666666666666666;0.6979166666666666;0.6822916666666666;0.015625;23
6.128495812416077;0.1305001974105835;0.48950064182281494;0.08147037029266357;True;log2;1;5500;{'bootstrap': True, 'max_features': 'log2', 'min_samples_leaf': 1, 'n_estimators': 5500};0.6458333333333334;0.6979166666666666;0.671875;0.02604166666666663;37
15.424012064933777;0.010013222694396973;1.299472689628601;0.18150031566619873;True;log2;1;14400;{'bootstrap': True, 'max_features': 'log2', 'min_samples_leaf': 1, 'n_estimators': 14400};0.6458333333333334;0.6875;0.6666666666666667;0.020833333333333315;43
0.1360008716583252;0.03597140312194824;0.01149749755859375;0.002499818801879883;True;log2;2;100;{'bootstrap': True, 'max_features': 'log2', 'min_samples_leaf': 2, 'n_estimators': 100};0.6875;0.6875;0.6875;0.0;11
0.34951460361480713;0.006514430046081543;0.03348731994628906;0.008514642715454102;True;log2;2;300;{'bootstrap': True, 'max_features': 'log2', 'min_samples_leaf': 2, 'n_estimators': 300};0.7083333333333334;0.65625;0.6822916666666667;0.026041666666666685;20
0.910028338432312;0.03799426555633545;0.07696652412414551;0.0010006427764892578;True;log2;2;800;{'bootstrap': True, 'max_features': 'log2', 'min_samples_leaf': 2, 'n_estimators': 800};0.6666666666666666;0.6666666666666666;0.6666666666666666;0.0;46
2.313000440597534;0.038001298904418945;0.1615002155303955;0.004502296447753906;True;log2;2;2100;{'bootstrap': True, 'max_features': 'log2', 'min_samples_leaf': 2, 'n_estimators': 2100};0.65625;0.6979166666666666;0.6770833333333333;0.020833333333333315;29
5.993993759155273;0.22299790382385254;0.4114868640899658;0.0024840831756591797;True;log2;2;5500;{'bootstrap': True, 'max_features': 'log2', 'min_samples_leaf': 2, 'n_estimators': 5500};0.6666666666666666;0.6875;0.6770833333333333;0.010416666666666685;29
16.988014101982117;0.39698946475982666;1.661984920501709;0.15898895263671875;True;log2;2;14400;{'bootstrap': True, 'max_features': 'log2', 'min_samples_leaf': 2, 'n_estimators': 14400};0.6666666666666666;0.6979166666666666;0.6822916666666666;0.015625;23
