idade;selecao;score;funcao
24;republica_tcheca;73.5;ataque
29;republica_tcheca;73.5;defesa
33;republica_tcheca;74.5;defesa
31;republica_tcheca;73.5;defesa
33;republica_tcheca;78.0;defesa
32;republica_tcheca;77.0;ataque
28;republica_tcheca;73.0;ataque
29;republica_tcheca;74.0;defesa
27;republica_tcheca;73.0;defesa
29;republica_tcheca;73.0;defesa
32;republica_tcheca;78.5;ataque
29;republica_tcheca;73.0;ataque
27;republica_tcheca;72.5;ataque
30;republica_tcheca;71.5;defesa
30;republica_tcheca;72.5;defesa
26;republica_tcheca;70.5;ataque
24;republica_tcheca;72.5;ataque
27;republica_tcheca;76.0;ataque
26;republica_tcheca;68.5;defesa
25;republica_tcheca;73.0;ataque
30;republica_tcheca;72.0;ataque
29;republica_tcheca;78.0;defesa
21;republica_tcheca;72.5;ataque
30;republica_tcheca;69.5;ataque
32;republica_tcheca;73.0;defesa
27;republica_tcheca;69.5;defesa
29;republica_tcheca;66.0;ataque
28;republica_tcheca;67.0;defesa
27;republica_tcheca;67.0;defesa
24;republica_tcheca;68.5;defesa
32;republica_tcheca;67.0;ataque
30;republica_tcheca;68.5;defesa
28;republica_tcheca;67.0;defesa
32;republica_tcheca;68.0;defesa
27;republica_tcheca;67.0;ataque
36;republica_tcheca;69.5;defesa
33;republica_tcheca;72.0;ataque
20;inglaterra;92.5;ataque
25;inglaterra;90.0;defesa
28;inglaterra;90.5;ataque
26;inglaterra;89.0;ataque
27;inglaterra;88.0;defesa
31;inglaterra;87.5;ataque
31;inglaterra;87.5;defesa
24;inglaterra;89.5;ataque
26;inglaterra;87.5;defesa
28;inglaterra;85.5;defesa
26;inglaterra;87.5;ataque
25;inglaterra;84.5;defesa
23;inglaterra;85.5;ataque
24;inglaterra;85.5;ataque
27;inglaterra;82.5;defesa
25;inglaterra;85.5;defesa
25;inglaterra;86.0;ataque
22;inglaterra;83.0;ataque
22;inglaterra;83.5;ataque
22;inglaterra;84.5;defesa
24;inglaterra;83.0;ataque
21;inglaterra;84.0;defesa
26;inglaterra;82.5;defesa
22;inglaterra;82.5;ataque
25;inglaterra;84.5;ataque
25;inglaterra;83.5;defesa
25;inglaterra;82.5;ataque
31;inglaterra;81.5;defesa
23;inglaterra;81.0;ataque
22;inglaterra;83.0;ataque
24;inglaterra;82.0;ataque
23;inglaterra;84.5;ataque
33;inglaterra;81.5;ataque
20;inglaterra;83.5;defesa
19;inglaterra;84.5;ataque
27;inglaterra;81.5;ataque
27;inglaterra;80.0;ataque
25;inglaterra;79.5;ataque
26;inglaterra;79.5;defesa
29;inglaterra;79.0;ataque
28;inglaterra;81.0;ataque
25;inglaterra;79.5;ataque
26;inglaterra;81.5;ataque
31;inglaterra;84.5;defesa
25;inglaterra;78.0;defesa
26;inglaterra;79.0;defesa
25;inglaterra;81.5;ataque
29;inglaterra;77.5;defesa
34;inglaterra;79.5;ataque
21;inglaterra;80.5;ataque
23;inglaterra;79.0;ataque
23;inglaterra;79.0;ataque
24;inglaterra;79.5;ataque
26;inglaterra;77.0;ataque
27;inglaterra;78.0;defesa
25;inglaterra;78.0;ataque
24;inglaterra;78.5;ataque
26;inglaterra;78.5;ataque
32;inglaterra;80.5;ataque
36;inglaterra;82.0;defesa
33;franca;92.0;defesa
29;franca;91.5;ataque
28;franca;90.5;ataque
34;franca;87.5;defesa
30;franca;86.0;defesa
23;franca;88.5;defesa
24;franca;85.5;defesa
29;franca;86.5;defesa
27;franca;88.0;defesa
30;franca;87.0;defesa
33;franca;84.0;defesa
29;franca;87.5;ataque
27;franca;85.5;defesa
26;franca;86.5;ataque
30;franca;84.5;defesa
24;franca;84.0;defesa
25;franca;87.0;ataque
28;franca;84.5;ataque
32;franca;84.0;ataque
24;franca;83.5;defesa
30;franca;85.0;defesa
29;franca;82.5;defesa
26;franca;83.5;defesa
28;franca;84.0;ataque
26;franca;83.5;defesa
22;franca;86.5;defesa
23;franca;82.5;ataque
26;franca;84.5;defesa
25;franca;83.5;defesa
28;franca;81.0;defesa
32;franca;85.0;ataque
29;franca;82.0;ataque
33;franca;84.5;ataque
33;franca;84.5;defesa
31;franca;82.0;ataque
23;franca;84.5;ataque
23;franca;84.5;defesa
27;franca;82.5;ataque
27;franca;81.0;ataque
31;franca;83.0;ataque
33;franca;84.0;defesa
32;franca;79.5;ataque
37;franca;79.5;defesa
21;franca;80.0;defesa
25;franca;82.0;defesa
27;franca;82.0;defesa
27;franca;79.5;defesa
26;franca;81.5;ataque
26;franca;81.0;defesa
33;franca;81.0;defesa
27;franca;79.0;ataque
29;franca;80.0;defesa
32;franca;82.5;defesa
23;franca;82.5;defesa
28;franca;78.5;defesa
22;franca;84.5;defesa
28;franca;83.5;defesa
32;franca;78.0;defesa
23;franca;82.5;defesa
25;franca;84.5;defesa
32;alemanha;88.0;ataque
29;alemanha;89.0;ataque
36;alemanha;88.0;defesa
37;alemanha;90.0;defesa
21;alemanha;89.0;ataque
25;alemanha;88.5;defesa
28;alemanha;88.5;ataque
29;alemanha;87.0;defesa
21;alemanha;87.0;defesa
29;alemanha;85.0;defesa
26;alemanha;87.0;defesa
33;alemanha;85.0;defesa
26;alemanha;87.0;ataque
34;alemanha;85.5;defesa
22;alemanha;85.5;ataque
22;alemanha;86.0;ataque
24;alemanha;84.0;defesa
26;alemanha;83.5;defesa
26;alemanha;85.0;ataque
24;alemanha;83.0;defesa
27;alemanha;84.0;ataque
27;alemanha;85.0;defesa
33;alemanha;82.5;ataque
27;alemanha;81.0;defesa
35;alemanha;81.0;defesa
22;alemanha;81.0;defesa
37;alemanha;80.0;defesa
26;alemanha;79.0;ataque
32;alemanha;80.0;defesa
27;alemanha;83.0;defesa
32;alemanha;80.5;defesa
30;alemanha;80.0;defesa
32;alemanha;83.0;defesa
26;alemanha;77.5;ataque
25;alemanha;81.0;ataque
24;alemanha;82.0;ataque
27;alemanha;77.5;defesa
27;alemanha;80.0;defesa
30;alemanha;78.5;defesa
31;alemanha;78.5;defesa
30;alemanha;80.0;defesa
34;alemanha;80.0;ataque
33;alemanha;80.5;defesa
26;alemanha;78.0;defesa
25;alemanha;79.5;ataque
26;alemanha;82.5;defesa
28;alemanha;78.0;defesa
22;alemanha;81.0;ataque
23;alemanha;82.0;defesa
25;alemanha;79.5;defesa
33;alemanha;77.5;defesa
24;alemanha;79.5;defesa
22;alemanha;81.5;ataque
24;alemanha;78.0;ataque
30;alemanha;80.5;ataque
33;alemanha;78.5;defesa
24;alemanha;79.5;defesa
30;alemanha;76.5;defesa
31;alemanha;78.5;ataque
32;alemanha;77.5;ataque
28;italia;92.5;defesa
30;italia;91.5;defesa
32;italia;91.0;defesa
29;italia;89.5;ataque
29;italia;90.5;defesa
31;italia;89.0;ataque
27;italia;88.5;ataque
29;italia;87.5;defesa
29;italia;85.0;ataque
24;italia;88.0;ataque
30;italia;85.5;ataque
29;italia;86.5;defesa
24;italia;84.5;defesa
28;italia;84.0;ataque
25;italia;83.0;defesa
24;italia;86.5;ataque
36;italia;84.0;ataque
30;italia;83.5;ataque
36;italia;85.5;defesa
32;italia;85.0;defesa
25;italia;82.5;defesa
31;italia;82.0;ataque
29;italia;82.5;ataque
30;italia;84.0;ataque
30;italia;82.0;ataque
28;italia;84.0;ataque
38;italia;85.0;defesa
34;italia;82.0;ataque
31;italia;82.5;defesa
28;italia;82.0;ataque
31;italia;81.5;ataque
24;italia;82.5;defesa
28;italia;81.5;ataque
26;italia;83.0;ataque
26;italia;81.0;ataque
34;italia;83.0;defesa
28;italia;84.0;defesa
32;italia;81.5;defesa
35;italia;82.0;ataque
33;italia;85.0;ataque
31;italia;82.0;ataque
30;italia;82.0;ataque
25;italia;79.5;ataque
29;italia;80.5;defesa
33;italia;80.5;defesa
23;italia;83.5;defesa
26;italia;84.5;ataque
28;italia;82.5;defesa
27;italia;80.5;ataque
29;italia;82.5;defesa
34;italia;82.0;defesa
29;italia;81.0;ataque
31;italia;80.0;ataque
32;italia;83.0;defesa
30;italia;80.0;defesa
28;italia;79.5;ataque
37;italia;80.5;defesa
29;italia;82.5;ataque
22;italia;81.5;defesa
27;italia;81.5;ataque
35;holanda;88.0;defesa
22;holanda;88.5;ataque
35;holanda;87.5;ataque
23;holanda;89.0;defesa
31;holanda;88.5;ataque
30;holanda;88.0;ataque
34;holanda;87.5;defesa
23;holanda;84.5;ataque
23;holanda;87.5;ataque
24;holanda;83.5;defesa
29;holanda;83.0;ataque
26;holanda;84.0;ataque
21;holanda;85.0;ataque
22;holanda;85.0;ataque
27;holanda;82.0;ataque
27;holanda;82.0;defesa
31;holanda;83.0;defesa
30;holanda;80.0;defesa
33;holanda;84.5;ataque
26;holanda;81.0;ataque
21;holanda;83.0;defesa
32;holanda;80.5;defesa
36;holanda;82.0;ataque
21;holanda;83.5;defesa
33;holanda;81.0;defesa
34;holanda;82.0;ataque
30;holanda;84.0;ataque
36;holanda;78.5;defesa
32;holanda;79.5;defesa
20;holanda;80.5;ataque
30;holanda;78.0;ataque
25;holanda;77.5;ataque
28;holanda;77.5;ataque
29;holanda;77.0;ataque
22;holanda;76.0;defesa
24;holanda;77.5;defesa
35;holanda;80.5;defesa
30;holanda;76.5;ataque
31;holanda;78.5;defesa
29;holanda;76.5;defesa
36;holanda;79.5;ataque
31;holanda;75.0;ataque
23;holanda;78.5;defesa
22;holanda;78.5;ataque
22;holanda;77.0;ataque
30;holanda;78.0;defesa
39;holanda;76.0;defesa
19;holanda;82.0;ataque
23;holanda;74.5;ataque
23;holanda;80.5;ataque
30;holanda;74.0;defesa
23;holanda;77.0;ataque
31;holanda;74.0;defesa
23;holanda;74.5;ataque
26;holanda;73.0;defesa
18;holanda;79.0;defesa
22;holanda;73.5;ataque
22;holanda;77.5;defesa
31;holanda;75.5;defesa
37;holanda;73.5;defesa
26;polonia;82.0;defesa
33;polonia;81.5;defesa
29;polonia;80.0;ataque
25;polonia;80.5;ataque
33;polonia;78.0;defesa
32;polonia;77.5;defesa
33;polonia;77.0;defesa
27;polonia;75.5;ataque
24;polonia;76.0;defesa
30;polonia;79.5;ataque
27;polonia;75.5;ataque
27;polonia;74.0;defesa
25;polonia;77.5;ataque
24;polonia;74.0;ataque
29;polonia;73.0;ataque
28;polonia;73.0;defesa
21;polonia;74.5;defesa
23;polonia;71.5;ataque
35;polonia;72.5;ataque
31;polonia;71.5;defesa
32;polonia;75.5;ataque
29;polonia;73.5;defesa
25;polonia;73.0;defesa
23;polonia;74.0;ataque
22;polonia;71.5;ataque
27;polonia;71.5;defesa
30;polonia;72.0;ataque
29;polonia;73.5;ataque
29;polonia;73.5;ataque
28;polonia;69.5;ataque
26;polonia;73.0;ataque
25;polonia;69.5;defesa
27;polonia;71.5;ataque
30;polonia;73.0;defesa
29;polonia;73.0;defesa
22;polonia;69.5;ataque
23;polonia;69.5;ataque
24;polonia;71.5;ataque
26;polonia;68.0;ataque
22;polonia;74.0;ataque
24;polonia;69.5;ataque
29;polonia;68.5;ataque
29;polonia;68.5;ataque
29;polonia;70.0;defesa
32;polonia;70.5;defesa
24;polonia;68.0;ataque
22;polonia;72.0;defesa
25;polonia;69.0;defesa
36;polonia;70.0;ataque
25;polonia;70.5;ataque
34;polonia;72.5;defesa
27;polonia;75.0;ataque
30;polonia;68.5;defesa
20;polonia;72.5;ataque
33;polonia;73.0;ataque
19;polonia;76.5;defesa
22;polonia;70.5;ataque
36;polonia;72.0;defesa
23;polonia;67.0;defesa
30;polonia;68.0;defesa
21;portugal;89.5;ataque
33;portugal;89.5;ataque
33;portugal;87.5;ataque
28;portugal;86.5;defesa
22;portugal;87.5;ataque
28;portugal;85.0;defesa
26;portugal;83.5;ataque
28;portugal;85.0;defesa
27;portugal;84.0;defesa
28;portugal;84.0;defesa
31;portugal;85.5;ataque
25;portugal;86.0;ataque
37;portugal;83.0;defesa
31;portugal;82.0;ataque
36;portugal;83.0;defesa
26;portugal;81.0;defesa
29;portugal;81.0;ataque
19;portugal;82.0;defesa
29;portugal;79.0;defesa
24;portugal;77.5;ataque
30;portugal;80.0;defesa
31;portugal;80.0;defesa
24;portugal;80.5;ataque
34;portugal;82.5;defesa
23;portugal;78.0;defesa
23;portugal;79.5;ataque
27;portugal;80.5;ataque
33;portugal;79.5;ataque
22;portugal;80.5;ataque
35;portugal;81.0;defesa
23;portugal;79.0;ataque
30;portugal;76.0;defesa
26;portugal;75.5;ataque
30;portugal;75.5;defesa
27;portugal;75.0;ataque
30;portugal;77.0;ataque
27;portugal;75.5;defesa
24;portugal;78.5;defesa
20;portugal;79.5;ataque
31;portugal;75.0;ataque
27;portugal;73.5;defesa
23;portugal;74.0;ataque
20;portugal;79.5;ataque
23;portugal;76.0;defesa
25;portugal;75.5;ataque
23;portugal;73.5;defesa
28;portugal;77.0;ataque
29;portugal;73.5;ataque
36;portugal;74.5;defesa
28;portugal;70.5;defesa
26;portugal;73.0;defesa
33;portugal;76.5;defesa
21;portugal;77.0;ataque
32;portugal;72.0;ataque
25;portugal;74.0;ataque
32;portugal;72.5;defesa
26;portugal;72.0;defesa
27;portugal;73.5;defesa
29;portugal;74.5;defesa
29;portugal;71.0;defesa
25;espanha;90.5;defesa
24;espanha;90.5;ataque
28;espanha;89.0;defesa
36;espanha;88.5;defesa
25;espanha;88.0;ataque
25;espanha;89.0;ataque
22;espanha;89.0;ataque
19;espanha;87.5;ataque
31;espanha;87.0;defesa
26;espanha;85.5;ataque
20;espanha;88.0;defesa
28;espanha;85.0;ataque
24;espanha;84.5;defesa
24;espanha;85.5;ataque
23;espanha;86.5;defesa
29;espanha;84.5;defesa
28;espanha;84.5;ataque
25;espanha;85.0;defesa
29;espanha;85.5;ataque
31;espanha;83.5;defesa
26;espanha;85.0;defesa
20;espanha;86.0;ataque
31;espanha;83.0;ataque
34;espanha;84.5;defesa
30;espanha;83.0;defesa
22;espanha;85.5;ataque
26;espanha;82.0;defesa
26;espanha;82.5;defesa
27;espanha;83.0;defesa
30;espanha;81.5;ataque
22;espanha;86.0;ataque
30;espanha;84.5;ataque
31;espanha;83.0;ataque
30;espanha;81.0;ataque
27;espanha;82.0;defesa
27;espanha;81.0;ataque
30;espanha;82.0;ataque
31;espanha;81.0;ataque
28;espanha;81.5;defesa
29;espanha;81.5;ataque
25;espanha;82.5;defesa
32;espanha;84.0;ataque
28;espanha;82.0;ataque
34;espanha;83.5;defesa
25;espanha;81.5;ataque
25;espanha;79.0;defesa
21;espanha;79.5;ataque
31;espanha;78.5;ataque
27;espanha;80.0;defesa
23;espanha;81.0;ataque
25;espanha;79.5;defesa
23;espanha;80.0;ataque
32;espanha;80.0;ataque
30;espanha;80.5;defesa
25;espanha;79.0;ataque
37;espanha;81.0;defesa
28;espanha;83.5;ataque
32;espanha;84.5;defesa
20;espanha;81.5;defesa
21;espanha;82.5;ataque
24;suecia;88.5;ataque
29;suecia;84.0;defesa
29;suecia;84.5;ataque
24;suecia;86.0;defesa
24;suecia;86.0;defesa
26;suecia;80.5;ataque
28;suecia;80.0;defesa
25;suecia;82.0;ataque
34;suecia;81.5;ataque
24;suecia;78.0;ataque
27;suecia;76.0;defesa
24;suecia;75.0;ataque
25;suecia;76.5;defesa
32;suecia;75.0;ataque
30;suecia;76.0;defesa
34;suecia;75.0;ataque
33;suecia;74.5;ataque
23;suecia;74.5;defesa
25;suecia;73.5;defesa
27;suecia;73.5;defesa
33;suecia;76.0;defesa
26;suecia;73.5;defesa
30;suecia;73.0;defesa
27;suecia;72.5;ataque
21;suecia;75.0;defesa
28;suecia;71.0;ataque
29;suecia;71.0;defesa
32;suecia;70.5;ataque
33;suecia;74.5;defesa
32;suecia;72.5;ataque
22;suecia;73.5;defesa
28;suecia;70.5;defesa
30;suecia;73.5;defesa
31;suecia;71.0;defesa
33;suecia;71.0;ataque
26;suecia;70.5;ataque
29;suecia;73.0;defesa
20;suecia;73.5;ataque
21;suecia;71.0;ataque
24;suecia;69.5;ataque
21;suecia;72.0;defesa
22;suecia;74.0;ataque
23;suecia;70.0;defesa
26;suecia;70.0;ataque
28;suecia;68.5;ataque
25;suecia;73.5;ataque
29;suecia;69.0;ataque
27;suecia;73.5;defesa
29;suecia;69.0;ataque
40;suecia;71.0;defesa
30;suecia;69.0;defesa
22;suecia;69.0;defesa
24;suecia;67.5;ataque
26;suecia;69.5;defesa
23;suecia;69.0;defesa
26;suecia;67.0;ataque
29;suecia;72.0;defesa
27;suecia;66.5;defesa
27;suecia;66.5;ataque
26;suecia;66.5;defesa
21;suica;85.5;ataque
21;suica;86.0;defesa
27;suica;84.5;ataque
31;suica;83.5;ataque
21;suica;85.0;ataque
29;suica;82.0;defesa
27;suica;79.5;defesa
20;suica;81.5;ataque
29;suica;78.0;defesa
22;suica;80.5;defesa
27;suica;77.0;ataque
20;suica;77.5;defesa
22;suica;77.0;ataque
28;suica;77.0;ataque
25;suica;77.0;ataque
23;suica;79.0;ataque
29;suica;76.0;defesa
25;suica;74.0;defesa
30;suica;73.5;defesa
25;suica;73.5;defesa
20;suica;78.0;ataque
27;suica;76.5;defesa
25;suica;77.5;ataque
29;suica;74.0;ataque
23;suica;72.0;ataque
30;suica;72.5;ataque
29;suica;77.5;defesa
32;suica;75.5;ataque
23;suica;72.5;defesa
19;suica;74.5;defesa
22;suica;71.0;defesa
22;suica;74.0;defesa
28;suica;70.0;defesa
23;suica;70.5;defesa
35;suica;74.5;defesa
24;suica;74.0;defesa
25;suica;73.0;defesa
26;suica;70.0;defesa
26;suica;72.5;defesa
32;suica;72.0;defesa
18;suica;74.0;ataque
23;suica;72.0;defesa
22;suica;67.0;ataque
27;suica;67.5;defesa
21;suica;65.5;ataque
27;suica;68.5;ataque
29;suica;71.5;ataque
22;suica;68.5;defesa
28;suica;66.0;defesa
26;suica;68.0;defesa
32;suica;68.0;ataque
35;suica;68.5;ataque
34;suica;65.5;ataque
27;suica;65.0;defesa
19;suica;77.5;defesa
21;suica;66.5;defesa
24;suica;66.5;defesa
25;suica;63.5;defesa
26;suica;65.0;defesa
24;suica;66.5;defesa
29;ucrania;89.5;ataque
31;ucrania;81.0;defesa
23;ucrania;85.0;ataque
24;ucrania;77.5;defesa
21;ucrania;79.0;ataque
30;ucrania;75.5;defesa
27;ucrania;80.5;ataque
27;ucrania;75.5;defesa
27;ucrania;74.5;ataque
22;ucrania;74.0;defesa
27;ucrania;72.5;defesa
22;ucrania;72.0;defesa
23;ucrania;72.5;defesa
31;ucrania;71.0;defesa
32;ucrania;73.5;ataque
21;ucrania;70.5;defesa
33;ucrania;78.5;defesa
25;ucrania;67.5;ataque
22;ucrania;70.0;ataque
29;ucrania;66.5;ataque
19;ucrania;68.5;ataque
27;ucrania;66.0;defesa
31;ucrania;65.0;defesa
29;ucrania;66.5;defesa
19;ucrania;67.0;defesa
20;ucrania;73.5;defesa
31;ucrania;59.0;ataque
28;ucrania;63.0;ataque
27;ucrania;62.5;defesa
24;ucrania;57.0;defesa
32;servia;86.0;ataque
22;servia;87.5;ataque
34;servia;83.5;ataque
32;servia;85.5;defesa
27;servia;84.0;ataque
32;servia;83.5;ataque
33;servia;82.5;defesa
30;servia;79.5;defesa
27;servia;82.0;ataque
25;servia;85.5;ataque
24;servia;81.0;defesa
23;servia;82.0;ataque
23;servia;83.0;defesa
28;servia;78.5;defesa
27;servia;81.0;ataque
28;servia;77.0;ataque
25;servia;76.0;ataque
33;servia;78.0;defesa
24;servia;76.0;ataque
29;servia;76.0;ataque
28;servia;78.5;ataque
27;servia;78.5;defesa
31;servia;77.5;defesa
31;servia;75.0;defesa
30;servia;72.5;defesa
25;servia;77.0;defesa
26;servia;74.5;defesa
23;servia;75.0;defesa
23;servia;75.0;defesa
29;servia;73.0;ataque
27;servia;72.5;defesa
26;servia;74.0;defesa
29;servia;71.5;ataque
17;servia;71.5;defesa
23;servia;71.5;ataque
22;servia;72.0;defesa
22;servia;72.5;defesa
21;servia;77.5;defesa
29;servia;70.5;defesa
25;servia;70.5;ataque
27;servia;72.0;defesa
34;servia;71.5;defesa
29;servia;70.5;defesa
27;servia;71.0;ataque
27;servia;69.0;ataque
30;servia;71.0;ataque
30;servia;70.0;defesa
23;servia;68.5;defesa
23;servia;68.5;ataque
29;servia;67.5;defesa
25;servia;70.0;ataque
28;servia;70.0;defesa
26;servia;70.0;ataque
22;servia;72.5;ataque
26;servia;66.0;defesa
21;servia;68.5;ataque
29;servia;67.0;defesa
24;servia;67.5;defesa
31;servia;67.0;ataque
25;servia;68.5;defesa
28;argentina;90.0;defesa
31;argentina;89.5;ataque
22;argentina;88.0;ataque
33;argentina;85.5;ataque
25;argentina;87.5;ataque
28;argentina;86.0;defesa
33;argentina;85.5;defesa
19;argentina;89.0;ataque
25;argentina;85.0;defesa
28;argentina;85.0;ataque
28;argentina;84.0;defesa
34;argentina;84.0;defesa
26;argentina;84.5;defesa
29;argentina;84.5;ataque
31;argentina;83.5;ataque
30;argentina;84.0;defesa
25;argentina;83.0;ataque
27;argentina;83.0;defesa
25;argentina;85.0;defesa
26;argentina;85.5;defesa
25;argentina;84.0;ataque
32;argentina;83.0;ataque
25;argentina;82.5;ataque
24;argentina;85.5;ataque
24;argentina;83.0;ataque
26;argentina;83.5;defesa
24;argentina;82.0;ataque
29;argentina;81.5;defesa
25;argentina;80.5;ataque
27;argentina;80.0;ataque
29;argentina;82.5;defesa
32;argentina;81.5;ataque
22;argentina;80.5;ataque
25;argentina;80.5;defesa
24;argentina;79.0;defesa
22;argentina;81.5;defesa
22;argentina;85.0;defesa
25;argentina;80.0;ataque
25;argentina;80.5;ataque
32;argentina;79.5;ataque
28;argentina;80.5;defesa
32;argentina;80.5;defesa
30;argentina;83.0;defesa
32;argentina;80.5;ataque
28;argentina;78.0;defesa
24;argentina;78.5;ataque
23;argentina;80.0;ataque
24;argentina;80.0;defesa
26;argentina;78.5;ataque
27;argentina;77.0;ataque
24;argentina;78.5;ataque
30;argentina;78.0;ataque
21;argentina;83.5;ataque
28;argentina;78.0;ataque
26;argentina;79.5;ataque
21;argentina;78.0;defesa
32;argentina;77.5;defesa
27;argentina;78.0;ataque
23;argentina;78.0;defesa
25;argentina;78.0;defesa
26;brasil;93.0;defesa
29;brasil;90.5;defesa
32;brasil;89.5;ataque
31;brasil;90.0;defesa
28;brasil;89.5;defesa
24;brasil;89.5;ataque
32;brasil;88.5;defesa
24;brasil;89.0;defesa
22;brasil;90.0;ataque
24;brasil;87.0;defesa
31;brasil;86.5;defesa
28;brasil;88.0;defesa
30;brasil;87.5;defesa
33;brasil;86.5;defesa
28;brasil;87.0;defesa
27;brasil;87.0;defesa
34;brasil;87.5;defesa
25;brasil;85.0;ataque
27;brasil;86.0;defesa
30;brasil;86.5;defesa
22;brasil;86.5;ataque
26;brasil;86.0;ataque
28;brasil;83.0;ataque
21;brasil;86.5;defesa
30;brasil;82.5;ataque
28;brasil;85.0;ataque
26;brasil;83.5;ataque
29;brasil;88.0;ataque
36;brasil;85.5;defesa
21;brasil;86.0;ataque
22;brasil;87.0;ataque
31;brasil;81.5;ataque
21;brasil;83.5;ataque
28;brasil;84.0;defesa
22;brasil;81.5;ataque
33;brasil;84.5;defesa
24;brasil;85.5;defesa
25;brasil;84.5;defesa
31;brasil;83.0;ataque
25;brasil;82.5;defesa
29;brasil;83.5;ataque
30;brasil;83.5;defesa
35;brasil;81.0;ataque
29;brasil;81.5;defesa
26;brasil;83.5;ataque
33;brasil;85.0;ataque
20;brasil;84.0;ataque
27;brasil;81.0;ataque
28;brasil;82.0;defesa
30;brasil;83.0;defesa
30;brasil;83.0;defesa
31;brasil;84.5;defesa
28;brasil;83.0;ataque
25;brasil;82.5;defesa
35;brasil;84.0;ataque
28;brasil;83.0;ataque
30;brasil;84.5;defesa
34;brasil;83.5;ataque
23;brasil;80.5;defesa
21;brasil;82.5;ataque
21;equador;78.5;ataque
31;equador;82.0;ataque
23;equador;73.5;ataque
22;equador;74.5;ataque
34;equador;76.0;ataque
32;equador;78.0;defesa
20;equador;74.5;ataque
29;equador;74.0;ataque
28;equador;73.0;ataque
29;equador;73.0;defesa
24;equador;72.5;defesa
26;equador;75.5;ataque
25;equador;71.5;defesa
32;equador;73.5;defesa
28;equador;66.5;ataque
24;equador;71.0;ataque
24;equador;70.0;defesa
26;equador;68.5;defesa
30;equador;69.5;ataque
21;equador;64.5;ataque
24;equador;63.5;defesa
27;equador;65.5;ataque
30;equador;68.5;ataque
25;equador;59.0;defesa
24;equador;59.0;defesa
27;paraguai;82.0;defesa
25;paraguai;84.0;ataque
31;paraguai;82.0;defesa
26;paraguai;78.5;ataque
28;paraguai;80.5;defesa
35;paraguai;82.5;ataque
22;paraguai;81.5;ataque
22;paraguai;80.5;ataque
23;paraguai;81.0;defesa
26;paraguai;78.0;ataque
26;paraguai;76.5;ataque
25;paraguai;78.5;defesa
30;paraguai;77.0;defesa
29;paraguai;74.5;defesa
30;paraguai;75.0;defesa
18;paraguai;74.0;ataque
18;paraguai;75.5;ataque
28;paraguai;75.0;defesa
30;paraguai;71.5;defesa
29;paraguai;74.0;ataque
28;paraguai;73.5;defesa
25;paraguai;68.5;defesa
24;paraguai;69.5;defesa
26;paraguai;70.0;ataque
28;paraguai;70.5;ataque
24;paraguai;69.5;defesa
26;paraguai;69.0;defesa
