idade;selecao;score;funcao
22;franca;84.5;defesa
26;franca;82.5;defesa
28;franca;81.5;ataque
25;franca;83.0;ataque
30;franca;81.0;ataque
29;franca;81.0;ataque
21;franca;82.5;defesa
25;franca;80.5;defesa
28;franca;80.0;ataque
28;franca;80.0;ataque
29;franca;80.0;ataque
30;franca;80.0;defesa
30;franca;80.0;defesa
33;franca;80.0;defesa
31;franca;80.0;defesa
22;franca;82.5;ataque
25;franca;81.0;ataque
24;franca;81.0;defesa
32;franca;79.0;defesa
28;franca;80.0;defesa
29;franca;79.0;ataque
31;franca;79.0;defesa
34;franca;79.0;ataque
26;franca;80.0;ataque
24;franca;80.0;ataque
27;franca;79.5;ataque
27;franca;78.5;defesa
29;franca;78.0;defesa
28;franca;78.0;ataque
28;franca;79.5;defesa
28;franca;78.0;ataque
30;franca;78.0;defesa
31;franca;78.0;defesa
21;franca;80.0;defesa
22;franca;80.0;ataque
23;franca;81.0;defesa
22;franca;80.0;ataque
25;franca;79.0;ataque
24;franca;79.5;ataque
22;franca;79.5;ataque
28;franca;78.0;ataque
27;franca;78.0;ataque
26;franca;79.0;ataque
29;franca;77.0;defesa
27;franca;78.0;ataque
26;franca;78.0;defesa
29;franca;77.0;defesa
30;franca;77.0;ataque
29;alemanha;90.0;defesa
31;alemanha;88.0;ataque
27;alemanha;88.0;defesa
31;alemanha;87.0;ataque
25;alemanha;87.0;ataque
26;alemanha;87.0;ataque
26;alemanha;87.0;defesa
26;alemanha;86.5;ataque
23;alemanha;87.5;ataque
25;alemanha;86.5;ataque
28;alemanha;85.0;ataque
23;alemanha;84.5;defesa
23;alemanha;84.0;defesa
24;alemanha;84.0;ataque
27;alemanha;82.5;defesa
30;alemanha;82.0;defesa
26;alemanha;82.0;ataque
35;alemanha;81.0;defesa
25;alemanha;81.5;ataque
21;alemanha;82.5;ataque
24;alemanha;81.5;ataque
26;alemanha;81.0;defesa
25;alemanha;82.0;defesa
26;alemanha;81.0;defesa
28;alemanha;80.5;ataque
30;alemanha;80.0;ataque
31;alemanha;80.0;ataque
37;alemanha;80.0;ataque
23;alemanha;81.5;ataque
27;alemanha;80.0;ataque
26;alemanha;81.0;defesa
27;alemanha;80.0;ataque
26;alemanha;80.5;defesa
22;alemanha;81.5;ataque
24;alemanha;80.0;ataque
24;alemanha;80.5;ataque
25;alemanha;79.5;defesa
23;alemanha;81.5;defesa
25;alemanha;79.0;defesa
27;alemanha;78.5;defesa
27;alemanha;80.5;ataque
31;alemanha;78.0;defesa
30;alemanha;78.0;defesa
32;alemanha;78.0;ataque
33;alemanha;78.0;ataque
24;alemanha;79.5;ataque
23;alemanha;79.5;defesa
23;alemanha;79.0;ataque
25;alemanha;78.5;ataque
27;alemanha;78.0;ataque
26;alemanha;78.0;defesa
27;alemanha;78.0;defesa
26;alemanha;77.5;ataque
28;alemanha;78.5;defesa
30;alemanha;77.0;ataque
29;alemanha;77.0;ataque
30;alemanha;77.0;ataque
19;alemanha;81.5;ataque
25;alemanha;77.0;ataque
22;alemanha;79.0;defesa
27;grecia;83.0;defesa
24;grecia;81.5;defesa
26;grecia;80.0;defesa
27;grecia;79.5;ataque
23;grecia;80.5;defesa
30;grecia;77.0;defesa
26;grecia;76.0;defesa
24;grecia;77.5;ataque
26;grecia;76.5;ataque
31;grecia;75.0;ataque
28;grecia;74.5;ataque
30;grecia;74.0;defesa
28;grecia;74.0;ataque
34;grecia;74.0;defesa
34;grecia;74.0;ataque
24;grecia;76.5;ataque
28;grecia;74.0;ataque
35;grecia;73.0;ataque
34;grecia;73.0;defesa
35;grecia;73.0;defesa
21;grecia;76.0;defesa
28;grecia;72.0;defesa
25;grecia;73.0;ataque
36;grecia;72.0;ataque
30;grecia;72.0;ataque
23;grecia;74.0;ataque
25;grecia;72.0;defesa
22;grecia;73.5;ataque
27;grecia;71.0;defesa
30;grecia;70.0;defesa
29;grecia;70.0;defesa
31;grecia;70.0;defesa
33;grecia;70.0;ataque
25;grecia;71.5;defesa
22;grecia;71.5;ataque
22;grecia;72.0;defesa
28;grecia;70.5;defesa
25;grecia;70.5;defesa
23;grecia;71.5;ataque
21;grecia;74.0;ataque
36;grecia;69.0;defesa
30;grecia;69.0;ataque
22;grecia;73.0;ataque
22;grecia;71.5;defesa
23;grecia;71.0;ataque
23;grecia;71.5;ataque
21;grecia;72.0;ataque
27;grecia;70.0;defesa
25;grecia;69.0;ataque
24;grecia;68.5;defesa
21;grecia;68.5;ataque
36;grecia;67.0;defesa
22;grecia;70.5;ataque
21;grecia;72.0;ataque
23;grecia;69.5;defesa
24;grecia;69.0;ataque
27;grecia;66.5;defesa
19;grecia;69.5;ataque
22;grecia;69.5;ataque
21;grecia;69.0;defesa
31;italia;84.0;defesa
22;italia;86.5;ataque
28;italia;84.0;ataque
29;italia;83.0;ataque
28;italia;83.0;defesa
34;italia;83.0;defesa
32;italia;83.0;defesa
36;italia;83.0;ataque
37;italia;83.0;defesa
28;italia;82.0;ataque
28;italia;81.0;ataque
33;italia;81.0;ataque
25;italia;81.5;ataque
28;italia;81.0;defesa
38;italia;80.0;ataque
24;italia;82.0;ataque
25;italia;81.0;ataque
32;italia;79.0;defesa
35;italia;79.0;ataque
21;italia;80.5;ataque
22;italia;81.5;defesa
22;italia;81.0;ataque
30;italia;78.0;ataque
28;italia;78.0;ataque
28;italia;78.5;ataque
28;italia;78.5;defesa
28;italia;78.5;defesa
29;italia;78.0;defesa
28;italia;79.5;defesa
30;italia;78.0;ataque
32;italia;78.0;ataque
37;italia;78.0;ataque
38;italia;78.0;defesa
24;italia;79.5;ataque
24;italia;79.5;ataque
23;italia;80.5;ataque
24;italia;79.5;ataque
30;italia;77.0;ataque
26;italia;79.0;ataque
27;italia;78.5;defesa
27;italia;78.0;defesa
29;italia;77.0;ataque
29;italia;77.0;defesa
30;italia;77.0;ataque
32;italia;77.0;defesa
31;italia;77.0;ataque
26;italia;77.5;ataque
23;italia;79.5;ataque
28;italia;77.0;ataque
29;italia;76.0;ataque
31;italia;76.0;ataque
31;italia;76.0;defesa
36;italia;76.0;defesa
38;italia;76.0;defesa
23;italia;79.0;ataque
25;italia;76.0;defesa
24;italia;76.5;defesa
25;italia;77.5;ataque
24;italia;76.5;ataque
25;italia;76.5;ataque
31;holanda;90.0;ataque
32;holanda;85.0;ataque
31;holanda;84.0;ataque
32;holanda;83.0;ataque
25;holanda;83.0;ataque
26;holanda;82.0;defesa
21;holanda;83.0;ataque
23;holanda;81.5;defesa
25;holanda;81.0;ataque
30;holanda;79.0;defesa
31;holanda;79.0;defesa
30;holanda;79.0;ataque
23;holanda;80.5;defesa
24;holanda;80.5;ataque
27;holanda;78.5;defesa
29;holanda;78.0;defesa
22;holanda;80.0;ataque
24;holanda;79.0;ataque
24;holanda;80.0;defesa
25;holanda;79.0;ataque
26;holanda;78.5;ataque
26;holanda;78.0;ataque
27;holanda;78.5;defesa
27;holanda;78.0;ataque
27;holanda;78.5;ataque
29;holanda;77.0;ataque
32;holanda;77.0;ataque
35;holanda;77.0;ataque
32;holanda;77.0;defesa
23;holanda;78.0;ataque
21;holanda;80.0;defesa
22;holanda;79.5;ataque
27;holanda;77.5;defesa
26;holanda;78.0;defesa
25;holanda;78.5;ataque
23;holanda;77.5;defesa
21;holanda;79.0;defesa
24;holanda;78.0;defesa
23;holanda;77.5;ataque
24;holanda;77.0;ataque
25;holanda;76.5;ataque
28;holanda;75.0;ataque
32;holanda;75.0;defesa
20;holanda;79.0;ataque
21;holanda;77.5;defesa
20;holanda;79.5;ataque
22;holanda;78.0;ataque
24;holanda;76.0;defesa
22;holanda;78.0;ataque
22;holanda;77.0;ataque
26;holanda;75.5;ataque
23;holanda;76.5;defesa
24;holanda;76.0;ataque
28;holanda;75.0;defesa
26;holanda;76.0;ataque
26;holanda;75.0;ataque
28;holanda;75.0;ataque
33;holanda;74.0;defesa
31;holanda;74.0;ataque
31;holanda;74.0;defesa
30;portugal;92.0;ataque
29;portugal;83.0;ataque
32;portugal;83.0;defesa
28;portugal;82.0;ataque
32;portugal;82.0;ataque
24;portugal;82.5;defesa
33;portugal;80.0;defesa
27;portugal;81.5;defesa
31;portugal;80.0;ataque
34;portugal;80.0;ataque
23;portugal;82.5;ataque
26;portugal;80.5;ataque
27;portugal;79.0;defesa
27;portugal;80.5;defesa
29;portugal;79.0;ataque
26;portugal;79.5;ataque
29;portugal;78.0;ataque
30;portugal;78.0;ataque
31;portugal;78.0;defesa
33;portugal;78.0;defesa
23;portugal;80.0;defesa
25;portugal;79.0;ataque
22;portugal;80.5;ataque
24;portugal;78.5;ataque
22;portugal;80.0;ataque
22;portugal;79.5;ataque
24;portugal;78.0;defesa
24;portugal;78.5;defesa
26;portugal;78.0;ataque
30;portugal;76.0;defesa
32;portugal;76.0;ataque
31;portugal;76.0;ataque
30;portugal;76.0;ataque
34;portugal;76.0;defesa
37;portugal;76.0;defesa
21;portugal;79.5;ataque
31;portugal;75.0;defesa
24;portugal;78.0;ataque
27;portugal;77.5;defesa
24;portugal;77.5;ataque
29;portugal;75.0;ataque
27;portugal;75.5;defesa
33;portugal;75.0;defesa
31;portugal;75.0;defesa
27;portugal;75.0;ataque
21;portugal;77.5;defesa
21;portugal;78.0;ataque
20;portugal;78.5;ataque
21;portugal;78.0;ataque
25;portugal;77.0;ataque
27;portugal;75.0;ataque
27;portugal;76.0;ataque
26;portugal;75.5;defesa
21;portugal;76.5;ataque
21;portugal;78.5;ataque
25;portugal;74.5;defesa
23;portugal;75.0;ataque
26;portugal;75.5;ataque
25;portugal;74.5;ataque
24;portugal;75.0;ataque
29;russia;82.0;defesa
31;russia;80.0;defesa
25;russia;81.5;ataque
34;russia;79.0;ataque
25;russia;80.5;defesa
24;russia;80.0;ataque
27;russia;80.5;ataque
32;russia;78.0;ataque
33;russia;78.0;defesa
31;russia;78.0;ataque
24;russia;80.0;ataque
36;russia;77.0;defesa
25;russia;77.5;ataque
28;russia;76.5;ataque
27;russia;77.5;defesa
29;russia;76.0;ataque
36;russia;76.0;defesa
31;russia;76.0;defesa
32;russia;76.0;ataque
28;russia;75.5;defesa
32;russia;75.0;defesa
31;russia;75.0;ataque
34;russia;75.0;defesa
26;russia;76.5;ataque
33;russia;74.0;defesa
26;russia;74.0;ataque
24;russia;76.0;defesa
26;russia;75.0;ataque
31;russia;73.0;defesa
29;russia;73.0;ataque
29;russia;73.0;ataque
27;russia;74.0;defesa
34;russia;73.0;defesa
28;russia;73.0;defesa
31;russia;73.0;defesa
33;russia;73.0;ataque
32;russia;73.0;ataque
28;russia;73.5;ataque
28;russia;73.5;ataque
28;russia;73.5;defesa
34;russia;72.0;defesa
30;russia;72.0;ataque
22;russia;75.0;ataque
24;russia;72.5;ataque
28;russia;71.5;ataque
30;russia;71.0;ataque
30;russia;71.0;ataque
31;russia;71.0;defesa
31;russia;71.0;ataque
28;russia;71.5;defesa
25;russia;71.0;ataque
26;russia;71.0;ataque
26;russia;72.5;defesa
26;russia;72.0;defesa
29;russia;70.0;defesa
25;russia;72.5;ataque
28;russia;71.5;defesa
29;russia;70.0;defesa
29;russia;70.0;ataque
26;russia;72.0;defesa
31;espanha;89.0;ataque
29;espanha;87.0;ataque
29;espanha;87.0;defesa
24;espanha;87.5;defesa
35;espanha;86.0;ataque
27;espanha;86.5;defesa
26;espanha;85.5;ataque
27;espanha;85.0;ataque
28;espanha;85.0;ataque
30;espanha;85.0;ataque
33;espanha;85.0;ataque
27;espanha;84.5;ataque
28;espanha;85.5;defesa
34;espanha;84.0;defesa
23;espanha;85.5;ataque
28;espanha;84.5;ataque
30;espanha;83.0;ataque
33;espanha;83.0;defesa
23;espanha;83.5;ataque
32;espanha;82.0;ataque
34;espanha;82.0;ataque
26;espanha;83.5;ataque
24;espanha;83.0;ataque
26;espanha;83.0;defesa
26;espanha;82.0;defesa
30;espanha;81.0;ataque
33;espanha;81.0;defesa
29;espanha;81.0;ataque
22;espanha;83.0;ataque
24;espanha;83.0;ataque
25;espanha;81.5;ataque
28;espanha;81.0;ataque
26;espanha;81.5;defesa
28;espanha;80.0;defesa
25;espanha;81.5;ataque
30;espanha;80.0;ataque
30;espanha;80.0;defesa
31;espanha;80.0;defesa
31;espanha;80.0;ataque
33;espanha;80.0;defesa
23;espanha;81.5;ataque
23;espanha;81.0;defesa
24;espanha;81.0;defesa
25;espanha;80.5;ataque
28;espanha;79.0;ataque
26;espanha;81.5;ataque
25;espanha;81.5;ataque
24;espanha;81.0;ataque
28;espanha;79.5;defesa
22;espanha;81.5;ataque
31;espanha;79.0;ataque
29;espanha;79.0;defesa
28;espanha;79.5;ataque
29;espanha;79.0;ataque
28;espanha;80.0;ataque
28;espanha;79.5;ataque
30;espanha;79.0;defesa
30;espanha;79.0;ataque
32;espanha;79.0;defesa
32;espanha;79.0;ataque
23;suica;83.5;defesa
26;suica;82.5;defesa
23;suica;82.0;ataque
32;suica;80.0;defesa
22;suica;81.0;ataque
24;suica;81.0;defesa
31;suica;79.0;ataque
26;suica;79.5;ataque
30;suica;77.0;ataque
28;suica;77.5;ataque
31;suica;77.0;ataque
23;suica;79.5;defesa
23;suica;78.5;ataque
23;suica;79.0;ataque
30;suica;76.0;ataque
24;suica;77.5;ataque
27;suica;75.5;ataque
27;suica;75.0;defesa
27;suica;75.5;defesa
28;suica;74.5;defesa
18;suica;80.0;ataque
23;suica;77.0;ataque
26;suica;75.0;ataque
26;suica;75.0;ataque
27;suica;74.0;ataque
29;suica;73.0;ataque
22;suica;75.0;ataque
25;suica;73.5;defesa
24;suica;75.0;ataque
28;suica;72.0;ataque
30;suica;72.0;defesa
21;suica;75.5;defesa
24;suica;75.0;ataque
25;suica;72.5;ataque
29;suica;71.0;ataque
30;suica;71.0;ataque
29;suica;71.0;ataque
32;suica;71.0;defesa
25;suica;72.5;ataque
34;suica;70.0;defesa
29;suica;70.0;ataque
31;suica;70.0;defesa
32;suica;70.0;ataque
25;suica;72.0;ataque
23;suica;73.0;ataque
26;suica;71.5;defesa
27;suica;70.0;defesa
26;suica;71.0;ataque
31;suica;69.0;defesa
32;suica;69.0;defesa
29;suica;68.5;defesa
33;suica;68.0;ataque
25;suica;69.5;ataque
22;suica;71.0;ataque
23;suica;71.5;defesa
27;suica;67.0;ataque
24;suica;71.0;ataque
27;suica;67.0;ataque
28;suica;67.0;defesa
30;suica;67.0;ataque
28;argentina;93.0;ataque
27;argentina;88.0;ataque
27;argentina;85.0;ataque
31;argentina;85.0;ataque
27;argentina;85.0;ataque
27;argentina;84.5;defesa
27;argentina;83.5;ataque
28;argentina;83.0;defesa
30;argentina;83.0;defesa
31;argentina;83.0;defesa
26;argentina;83.5;ataque
29;argentina;80.0;ataque
25;argentina;81.5;ataque
25;argentina;83.0;defesa
26;argentina;82.0;ataque
27;argentina;82.5;ataque
29;argentina;80.0;ataque
33;argentina;80.0;ataque
34;argentina;80.0;ataque
25;argentina;80.5;defesa
24;argentina;82.0;ataque
30;argentina;79.0;ataque
31;argentina;79.0;defesa
34;argentina;79.0;defesa
21;argentina;81.5;ataque
28;argentina;78.0;defesa
29;argentina;78.0;ataque
23;argentina;81.0;ataque
31;argentina;78.0;defesa
30;argentina;78.0;ataque
36;argentina;78.0;ataque
33;argentina;78.0;defesa
35;argentina;78.0;ataque
33;argentina;78.0;defesa
26;argentina;78.0;ataque
21;argentina;81.0;ataque
27;argentina;77.0;ataque
22;argentina;81.5;ataque
26;argentina;78.5;ataque
27;argentina;78.5;ataque
28;argentina;77.0;ataque
26;argentina;79.5;defesa
30;argentina;77.0;ataque
28;argentina;77.0;defesa
31;argentina;77.0;ataque
34;argentina;77.0;ataque
23;argentina;80.0;defesa
30;argentina;76.0;ataque
27;argentina;77.0;defesa
22;argentina;79.0;ataque
30;argentina;76.0;ataque
31;argentina;76.0;ataque
29;argentina;76.0;defesa
29;argentina;76.0;ataque
31;argentina;76.0;defesa
30;argentina;76.0;ataque
28;argentina;76.0;ataque
27;argentina;77.0;ataque
34;argentina;76.0;ataque
31;argentina;76.0;defesa
30;brasil;87.0;defesa
23;brasil;88.5;ataque
24;brasil;86.0;ataque
29;brasil;83.0;ataque
28;brasil;83.5;defesa
33;brasil;83.0;defesa
31;brasil;83.0;defesa
32;brasil;83.0;defesa
23;brasil;84.5;ataque
23;brasil;84.0;ataque
27;brasil;83.0;ataque
31;brasil;82.0;ataque
27;brasil;83.5;defesa
30;brasil;82.0;defesa
36;brasil;82.0;defesa
23;brasil;83.5;ataque
25;brasil;82.5;ataque
28;brasil;81.5;defesa
28;brasil;81.0;ataque
26;brasil;82.0;ataque
28;brasil;81.5;defesa
30;brasil;81.0;defesa
31;brasil;81.0;defesa
30;brasil;81.0;ataque
21;brasil;83.5;defesa
24;brasil;82.0;ataque
34;brasil;80.0;defesa
30;brasil;80.0;ataque
33;brasil;80.0;defesa
24;brasil;82.0;defesa
27;brasil;79.5;ataque
28;brasil;79.0;ataque
30;brasil;79.0;ataque
28;brasil;79.0;ataque
30;brasil;79.0;ataque
37;brasil;79.0;defesa
32;brasil;79.0;ataque
34;brasil;79.0;defesa
23;brasil;81.0;ataque
26;brasil;79.5;ataque
22;brasil;82.5;ataque
22;brasil;80.0;ataque
24;brasil;79.5;ataque
26;brasil;80.0;defesa
24;brasil;80.5;defesa
28;brasil;78.0;ataque
32;brasil;78.0;ataque
35;brasil;78.0;ataque
26;brasil;78.5;defesa
24;brasil;79.5;defesa
24;brasil;80.0;defesa
24;brasil;80.5;defesa
26;brasil;78.5;defesa
30;brasil;77.0;ataque
27;brasil;78.5;defesa
29;brasil;77.0;defesa
36;brasil;77.0;defesa
29;brasil;77.0;defesa
30;brasil;77.0;defesa
29;brasil;77.0;defesa
26;chile;86.0;ataque
28;chile;86.0;ataque
32;chile;83.0;defesa
28;chile;81.0;ataque
29;chile;77.0;ataque
25;chile;78.0;ataque
30;chile;76.0;ataque
29;chile;76.0;ataque
27;chile;75.5;ataque
31;chile;75.0;defesa
31;chile;75.0;ataque
34;chile;75.0;ataque
35;chile;75.0;ataque
24;chile;75.5;ataque
28;chile;74.0;ataque
33;chile;74.0;ataque
34;chile;74.0;defesa
23;chile;76.0;defesa
21;chile;78.0;ataque
35;chile;73.0;ataque
27;chile;74.0;defesa
28;chile;74.5;ataque
28;chile;73.0;ataque
34;chile;73.0;ataque
26;chile;73.0;ataque
31;chile;72.0;ataque
24;chile;74.0;ataque
27;chile;73.5;ataque
25;chile;73.5;ataque
31;chile;72.0;defesa
32;chile;72.0;ataque
35;chile;72.0;defesa
25;chile;73.0;ataque
32;chile;71.0;defesa
25;chile;74.0;ataque
21;chile;75.0;ataque
22;chile;76.5;ataque
29;chile;71.0;defesa
31;chile;71.0;defesa
32;chile;71.0;defesa
33;chile;71.0;ataque
31;chile;71.0;ataque
22;chile;74.0;ataque
28;chile;70.0;defesa
26;chile;71.5;ataque
22;chile;74.0;ataque
26;chile;73.0;ataque
33;chile;70.0;ataque
30;chile;70.0;ataque
30;chile;70.0;defesa
24;chile;73.0;ataque
31;chile;70.0;ataque
22;chile;74.0;ataque
31;chile;69.0;ataque
28;chile;70.0;defesa
32;chile;69.0;defesa
22;chile;72.5;ataque
21;chile;72.0;ataque
29;chile;69.0;ataque
28;chile;69.0;defesa
24;colombia;89.0;ataque
29;colombia;86.0;ataque
28;colombia;83.0;ataque
27;colombia;83.0;ataque
29;colombia;81.0;ataque
30;colombia;79.0;ataque
29;colombia;79.5;ataque
25;colombia;79.5;ataque
29;colombia;78.0;ataque
24;colombia;79.5;defesa
27;colombia;79.5;defesa
22;colombia;80.0;ataque
23;colombia;79.0;defesa
28;colombia;76.0;ataque
27;colombia;76.5;ataque
29;colombia;76.0;ataque
28;colombia;76.0;defesa
24;colombia;78.5;ataque
25;colombia;77.0;ataque
22;colombia;79.5;defesa
27;colombia;76.5;ataque
22;colombia;77.0;ataque
23;colombia;76.5;ataque
27;colombia;76.0;ataque
26;colombia;76.5;defesa
23;colombia;76.5;defesa
29;colombia;74.0;ataque
24;colombia;77.0;ataque
30;colombia;73.0;ataque
30;colombia;73.0;ataque
35;colombia;73.0;ataque
