GER-POT;Nome;Posições Preferidas;Idade;ano;page;selecao
7070.0;Luis Pedro Cavanda;LD;28.0;2018;4;7
7073.0;Colin Coosemans;GOL;27.0;2018;4;7
7070.0;Brecht Capon;MDADDLD;31.0;2018;4;7
;;;;2018;4;7
;;;;2018;4;7
7070.0;Ruud Boffin;GOL;31.0;2018;4;7
7070.0;Sébastien Pocognoli;LE;32.0;2018;4;7
7070.0;Killian Overmeire;VOL;33.0;2018;4;7
7070.0;Jean-François Gillet;GOL;40.0;2018;4;7
6976.0;Ortwin De Wolf;GOL;22.0;2018;4;7
;;;;2018;4;7
;;;;2018;4;7
6977.0;Elias Cobbaut;LEZAG;21.0;2018;4;7
6976.0;Benjamin Van Durmen;VOLMC;22.0;2018;4;7
6974.0;Cyriel Dessers;ATA;24.0;2018;4;7
6976.0;Jordi Vanlerberghe;VOLZAGMC;23.0;2018;4;7
6973.0;Alpaslan Öztürk;VOL;26.0;2018;4;7
;;;;2018;5;7
;;;;2018;5;7
6969.0;Viktor Klonaridis;MDMEMEI;27.0;2018;5;7
6969.0;Kristof D'Haene;LEME;29.0;2018;5;7
6969.0;Geoffry Hairemans;MEIMCPE;27.0;2018;5;7
6971.0;Yannick Thoelen;GOL;29.0;2018;5;7
6969.0;Denis Odoi;ZAGLD;31.0;2018;5;7
;;;;2018;5;7
;;;;2018;5;7
6969.0;Funso Ojo;MC;28.0;2018;5;7
6969.0;Gianni Bruno;PDATAPE;28.0;2018;5;7
6969.0;Steve De Ridder;MEMEI;32.0;2018;5;7
6969.0;Laurent Ciman;ZAG;34.0;2018;5;7
6969.0;Davy De fauw;LDZAG;38.0;2018;5;7
;;;;2018;5;7
;;;;2018;5;7
6969.0;Davino Verhulst;GOL;31.0;2018;5;7
6877.0;Thibault Vlietinck;MD;22.0;2018;5;7
6882.0;Ikoma Loïs Openda;ATA;19.0;2018;5;7
6880.0;Louis Verstraete;MCVOLMEI;20.0;2018;5;7
6881.0;Mile Svilar;GOL;20.0;2018;5;7
;;;;2018;5;7
;;;;2018;5;7
6871.0;Mickaël Tirpan;LDVOLADD;25.0;2018;5;7
6873.0;Lucas Pirard;GOL;24.0;2018;5;7
6874.0;Kylian Hazard;PDPE;24.0;2018;5;7
6871.0;Joris Kayembe;PEPD;25.0;2018;5;7
6877.0;Nordin Jackers;GOL;22.0;2018;5;7
;;;;2018;5;7
;;;;2018;5;7
6871.0;Ryan Sanusi;VOLMC;27.0;2018;5;7
6869.0;Pierre-Yves Ngawa;LDZAGLE;27.0;2018;5;7
6870.0;Laurens De Bock;LEADEZAGME;26.0;2018;5;7
6869.0;Sébastien Bruzzese;GOL;30.0;2018;5;7
6868.0;Tom De Sutter;ATA;34.0;2018;5;7
;;;;2018;5;7
;;;;2018;5;7
6868.0;Siebe Blondelle;ZAGLE;33.0;2018;5;7
6868.0;Benjamin Lambot;ZAGVOL;32.0;2018;5;7
6868.0;Steven De Petter;ZAGVOL;33.0;2018;5;7
6868.0;Christophe Lepoint;ZAGMCVOLMEI;34.0;2018;5;7
6781.0;Albert Sambi Lokonga;MC;19.0;2018;5;7
;;;;2018;6;7
;;;;2018;6;7
6777.0;Aboubakary Koita;PEMEPD;20.0;2018;6;7
6780.0;Dante Rigo;MCMEIVOL;20.0;2018;6;7
6775.0;Alessio Castro-Montes;LD;22.0;2018;6;7
6774.0;Aristote Nkaka;VOLZAGMC;23.0;2018;6;7
6775.0;Dries Wouters;VOLZAG;22.0;2018;6;7
;;;;2018;6;7
;;;;2018;6;7
6772.0;Tuur Dierckx;PDPE;24.0;2018;6;7
6771.0;Tortol Lumanza Lembi;VOL;25.0;2018;6;7
6770.0;Bruno Godeau;ZAGLE;27.0;2018;6;7
6771.0;Louis Bostyn;GOL;25.0;2018;6;7
6769.0;Noë Dussenne;ZAG;27.0;2018;6;7
;;;;2018;6;7
;;;;2018;6;7
6767.0;Michiel Jonckheere;MCME;29.0;2018;6;7
6767.0;David Pollet;ATA;31.0;2018;6;7
6767.0;Nils Schouterden;MEADE;30.0;2018;6;7
6678.0;Xian Emmers;MC;20.0;2018;6;7
6676.0;Indy Boonen;PEATAMEI;20.0;2018;6;7
;;;;2018;6;7
;;;;2018;6;7
6680.0;Rocky Bushiri;ZAG;19.0;2018;6;7
6672.0;Jur Schryvers;LDVOLADD;22.0;2018;6;7
6675.0;Álex Craninx;GOL;23.0;2018;6;7
6672.0;Dario Van den Buijs;ZAG;23.0;2018;6;7
6673.0;Senna Miangue;LEME;22.0;2018;6;7
;;;;2018;6;7
;;;;2018;6;7
6670.0;Michael Heylen;ZAGVOL;25.0;2018;6;7
6670.0;Floriano Vanzo;MEIMDMEMC;25.0;2018;6;7
6672.0;David Henen;PEMEATA;23.0;2018;6;7
6670.0;Guillaume Hubert;GOL;25.0;2018;6;7
6667.0;Dylan De Belder;ATASA;27.0;2018;6;7
;;;;2018;6;7
;;;;2018;6;7
6666.0;Jérémy Huyghebaert;LEZAGADE;30.0;2018;6;7
6579.0;Ewoud Pletinckx;ZAG;18.0;2018;6;7
6576.0;Amine Benchaib;MEIME;21.0;2018;6;7
6566.0;Tracy Mpati;LDLE;27.0;2018;6;7
6575.0;Thibault De Smet;LEZAGME;21.0;2018;6;7
;;;;2018;7;7
;;;;2018;7;7
6578.0;Julien Ngoy;ATAME;21.0;2018;7;7
6578.0;Adrien Bongiovanni;MEIMC;19.0;2018;7;7
6574.0;Rubin Seigers;ZAGLD;21.0;2018;7;7
6574.0;Jens Teunckens;GOL;21.0;2018;7;7
6572.0;Maximiliano Caufriez;ZAGLD;22.0;2018;7;7
;;;;2018;7;7
;;;;2018;7;7
6577.0;Ismail Azzaoui;MEATAPE;21.0;2018;7;7
6572.0;Alessandro Ciranni;LD;23.0;2018;7;7
6569.0;Arno Verschueren;VOLLD;22.0;2018;7;7
6572.0;Hervé Matthys;ZAG;23.0;2018;7;7
6572.0;Jinty Caenepeel;MD;23.0;2018;7;7
;;;;2018;7;7
;;;;2018;7;7
6566.0;Marco Ospitalieri;LE;27.0;2018;7;7
6565.0;Stefano Marzo;LD;28.0;2018;7;7
6480.0;Cyril Ngonge;ATAPEPD;19.0;2018;7;7
6477.0;Maxime Busi;LDMDZAG;19.0;2018;7;7
6467.0;Alexandre De Bruyn;MEPE;25.0;2018;7;7
;;;;2018;7;7
;;;;2018;7;7
6465.0;Mégan Laurent;MEIMCMD;27.0;2018;7;7
6474.0;Matthias Verreth;PDPE;21.0;2018;7;7
6473.0;Stephane Omeonga;MCMEMEI;23.0;2018;7;7
6471.0;Maecky Fred Ngombo;ATA;24.0;2018;7;7
6473.0;Ryan Mmaee;ATA;22.0;2018;7;7
;;;;2018;7;7
;;;;2018;7;7
6469.0;Miguel Van Damme;GOL;25.0;2018;7;7
6468.0;François Marquet;MCVOL;24.0;2018;7;7
6465.0;Bryan Verboom;LE;27.0;2018;7;7
6465.0;Kevin Debaty;GOL;30.0;2018;7;7
6377.0;Othman Boussaid;PEMEI;19.0;2018;7;7
;;;;2018;7;7
;;;;2018;7;7
6381.0;Brandon Baiye;VOLMC;18.0;2018;7;7
6383.0;Maarten Vandevoordt;GOL;17.0;2018;7;7
6373.0;Daam Foulon;LEMEADE;20.0;2018;7;7
6373.0;Robbie D'Haese;MDME;20.0;2018;7;7
6375.0;Jelle Bataille;MDLD;20.0;2018;7;7
;;;;2018;8;7
;;;;2018;8;7
6372.0;Siebe Horemans;LDZAG;21.0;2018;8;7
6368.0;Wolke Janssens;ATA;24.0;2018;8;7
6371.0;Lucas Schoofs;VOL;22.0;2018;8;7
6372.0;Nathan De Medina;ZAG;21.0;2018;8;7
6368.0;Beni Badibanga;MEMD;23.0;2018;8;7
;;;;2018;8;7
;;;;2018;8;7
6371.0;Samy Mmaee;ZAGVOL;23.0;2018;8;7
6363.0;Jason Bourdouxhe;LEMC;28.0;2018;8;7
6363.0;Yves De Winter;GOL;32.0;2018;8;7
6363.0;Brian Vandenbussche;GOL;37.0;2018;8;7
6275.0;William Balikwisha;MDME;20.0;2018;8;7
;;;;2018;8;7
;;;;2018;8;7
6280.0;Nicolas Raskin;MCVOL;18.0;2018;8;7
6274.0;Denzel Jubitana;MEI;20.0;2018;8;7
6271.0;Anthony Swolfs;GOL;21.0;2018;8;7
6269.0;Arno Monsecour;ZAGLD;23.0;2018;8;7
6265.0;Brice Ntambwe;MC;26.0;2018;8;7
;;;;2018;8;7
;;;;2018;8;7
6264.0;Jo Coppens;GOL;28.0;2018;8;7
6170.0;Nando Nöstlinger;MEIMC;21.0;2018;8;7
6172.0;Bilal Chibani;MC;20.0;2018;8;7
6168.0;Babacar Dione;PE;22.0;2018;8;7
6172.0;Marco Weymans;ADELE;22.0;2018;8;7
;;;;2018;8;7
;;;;2018;8;7
6170.0;Din Sula;ATA;21.0;2018;8;7
6168.0;Valentin Baume;GOL;22.0;2018;8;7
6167.0;Jonathan Benteke;ATA;24.0;2018;8;7
6168.0;Thomas De Bie;GOL;22.0;2018;8;7
6074.0;Noah Fadiga;MEIMDME;19.0;2018;8;7
;;;;2018;8;7
;;;;2018;8;7
6069.0;Moustapha Bokoum;ME;20.0;2018;8;7
6073.0;Jari De Busser;GOL;19.0;2018;8;7
6073.0;Joy Mukena;ZAG;20.0;2018;8;7
6069.0;Gil Van Moerzeke;ZAGLD;21.0;2018;8;7
6069.0;Tyron Ivanof;MEIPDPE;22.0;2018;8;7
;;;;2018;9;7
;;;;2018;9;7
6070.0;Moutir Chajia;SA;21.0;2018;9;7
6069.0;Arnaud Bodart;GOL;21.0;2018;9;7
6078.0;Thibaud Verlinden;PDMD;20.0;2018;9;7
5972.0;Thomas Doore;MCMELE;19.0;2018;9;7
5973.0;Zohran Bassong;LEME;20.0;2018;9;7
;;;;2018;9;7
;;;;2018;9;7
5972.0;Gael Kakudji;ZAGLD;20.0;2018;9;7
5968.0;Clément Libertiaux;GOL;21.0;2018;9;7
5973.0;Alexandro Cavagnera;VOL;20.0;2018;9;7
5972.0;Medjon Hoxha;MEI;20.0;2018;9;7
5973.0;Logan Ndenbe;LEADEME;19.0;2018;9;7
;;;;2018;9;7
;;;;2018;9;7
5872.0;Joachim Carcela-González;MEI;19.0;2018;9;7
5871.0;Thomas Wildemeersch;ZAGLD;19.0;2018;9;7
5873.0;Mathieu De Smet;MEI;19.0;2018;9;7
5874.0;Omar Mussa;MEI;19.0;2018;9;7
5871.0;Alper Ademoglu;MCMEI;21.0;2018;9;7
;;;;2018;9;7
;;;;2018;9;7
5868.0;Reno Wilmots;MCMEI;22.0;2018;9;7
5777.0;Dylan Mbayo;PE;17.0;2018;9;7
5768.0;Brent Gabriël;GOL;20.0;2018;9;7
5773.0;Robin Mantel;GOL;18.0;2018;9;7
5768.0;Jarno De Smet;GOL;20.0;2018;9;7
;;;;2018;9;7
;;;;2018;9;7
5777.0;Laurens Symons;ATA;18.0;2018;9;7
5766.0;Nathan Rodes;VOL;21.0;2018;9;7
5667.0;Davino Liessens;ZAG;20.0;2018;9;7
5566.0;Alexandre Ippolito;ATA;20.0;2018;9;7
5575.0;Robbe Quirynen;LDLE;17.0;2018;9;7
;;;;2018;9;7
;;;;2018;9;7
5575.0;Ken Nkuba Tshiend;PDPE;17.0;2018;9;7
5474.0;Jannes Van Hecke;MC;17.0;2018;9;7
5465.0;Mamadou Diarra;ZAG;20.0;2018;9;7
5374.0;Maxime Wenssens;GOL;17.0;2018;9;7
5373.0;Tibo Herbots;GOL;18.0;2018;9;7
;;;;2018;10;7
;;;;2018;10;7
5370.0;Max De Ruyver;ZAG;18.0;2018;10;7
;;;;2018;1;10
;;;;2018;1;10
9191.0;Luka Modrić;MC;34.0;2018;1;10
8787.0;Ivan Rakitić;MCVOL;31.0;2018;1;10
8585.0;Mario Mandžukić;ATAPE;33.0;2018;1;10
8585.0;Ivan Perišić;ME;30.0;2018;1;10
8383.0;Andrej Kramarić;ATAMEIPE;28.0;2018;1;10
;;;;2018;1;10
;;;;2018;1;10
8286.0;Mateo Kovačić;MC;25.0;2018;1;10
8282.0;Vedran Ćorluka;ZAG;33.0;2018;1;10
8183.0;Marcelo Brozović;VOLMC;26.0;2018;1;10
8181.0;Šime Vrsaljko;LD;27.0;2018;1;10
8181.0;Dejan Lovren;ZAG;30.0;2018;1;10
;;;;2018;1;10
;;;;2018;1;10
8181.0;Danijel Subašić;GOL;34.0;2018;1;10
8084.0;Ante Rebić;ATAPEMEI;25.0;2018;1;10
8080.0;Domagoj Vida;ZAGLD;30.0;2018;1;10
7979.0;Milan Badelj;VOLMC;30.0;2018;1;10
7979.0;Nikola Kalinić;ATA;31.0;2018;1;10
;;;;2018;1;10
;;;;2018;1;10
7785.0;Nikola Vlašić;MEIME;21.0;2018;1;10
7685.0;Filip Benković;ZAG;22.0;2018;1;10
7684.0;Dominik Livaković;GOL;24.0;2018;1;10
7684.0;Josip Brekalo;PEMDMEPD;21.0;2018;1;10
7682.0;Filip Krovinović;MEIMC;24.0;2018;1;10
;;;;2018;1;10
;;;;2018;1;10
7682.0;Marko Pjaca;PE;24.0;2018;1;10
7683.0;Mario Pašalić;MCMEI;24.0;2018;1;10
7683.0;Tin Jedvaj;ZAGLDLE;23.0;2018;1;10
7679.0;Marko Livaja;ATAMEI;26.0;2018;1;10
7581.0;Marko Rog;MC;24.0;2018;1;10
;;;;2018;1;10
;;;;2018;1;10
7581.0;Duje Ćaleta-Car;ZAG;22.0;2018;1;10
7577.0;Lovre Kalinić;GOL;29.0;2018;1;10
7582.0;Alen Halilović;MDMEI;23.0;2018;1;10
7575.0;Mateo Pavlović;ZAG;29.0;2018;1;10
7474.0;Damir Kreilach;MCMEIATA;30.0;2018;1;10
;;;;2018;2;10
;;;;2018;2;10
7474.0;Ivan Strinić;LE;32.0;2018;2;10
7383.0;Ivan Šunjić;VOL;22.0;2018;2;10
7384.0;Lovro Majer;MEIMC;21.0;2018;2;10
7378.0;Matej Mitrović;ZAG;25.0;2018;2;10
7378.0;Josip Mišić;MC;25.0;2018;2;10
;;;;2018;2;10
;;;;2018;2;10
7382.0;Ante Ćorić;MEIMC;22.0;2018;2;10
7374.0;Mislav Oršić;ME;26.0;2018;2;10
7373.0;Josip Pivarić;LEME;30.0;2018;2;10
7380.0;Bruno Petković;ATAMEI;24.0;2018;2;10
7373.0;Ivo Iličević;MEMDMEI;32.0;2018;2;10
;;;;2018;2;10
;;;;2018;2;10
7283.0;Marin Pongračić;ZAG;22.0;2018;2;10
7273.0;Matej Jonjić;ZAG;28.0;2018;2;10
7277.0;Stipe Perica;ATA;24.0;2018;2;10
7276.0;Josip Elez;ZAG;25.0;2018;2;10
7273.0;Ivan Runje;ZAG;28.0;2018;2;10
;;;;2018;2;10
;;;;2018;2;10
7272.0;Ivan Santini;ATA;30.0;2018;2;10
7272.0;Nikica Jelavić;ATA;34.0;2018;2;10
7180.0;Toma Bašić;MC;22.0;2018;2;10
7181.0;Nikola Moro;VOLMC;21.0;2018;2;10
7178.0;Karlo Letica;GOL;22.0;2018;2;10
;;;;2018;2;10
;;;;2018;2;10
7174.0;Borna Barišić;LE;26.0;2018;2;10
7171.0;Franko Andrijašević;MEIMCSA;28.0;2018;2;10
7172.0;Marko Pajač;MELEMEI;26.0;2018;2;10
7171.0;Duje Čop;ATA;29.0;2018;2;10
7171.0;Ante Budimir;ATA;28.0;2018;2;10
;;;;2018;2;10
;;;;2018;2;10
7077.0;Ivan Fiolić;MEIMDME;23.0;2018;2;10
7081.0;Nikola Katić;ZAG;22.0;2018;2;10
7082.0;Kristijan Bistrović;VOLMC;21.0;2018;2;10
7070.0;Filip Bradarić;MCVOL;27.0;2018;2;10
7073.0;Jakov Filipović;ZAG;26.0;2018;2;10
;;;;2018;3;10
;;;;2018;3;10
7077.0;Andrija Balić;MCVOL;22.0;2018;3;10
7075.0;Petar Brlek;MCMEIVOL;25.0;2018;3;10
7074.0;Antonio Milić;ZAGLE;25.0;2018;3;10
7070.0;Mario Maloča;ZAG;30.0;2018;3;10
6973.0;Dino Perić;ZAG;25.0;2018;3;10
;;;;2018;3;10
;;;;2018;3;10
6980.0;Borna Sosa;LE;21.0;2018;3;10
6969.0;Goran Milović;ZAG;30.0;2018;3;10
6969.0;Mate Maleš;MC;30.0;2018;3;10
6974.0;Josip Radošević;VOL;25.0;2018;3;10
6969.0;Marin Leovac;LEME;31.0;2018;3;10
;;;;2018;3;10
;;;;2018;3;10
6969.0;Ante Kulušić;ZAG;33.0;2018;3;10
6873.0;Antonio Mance;ATA;24.0;2018;3;10
6877.0;Toni Borevković;ZAG;22.0;2018;3;10
6868.0;Danijel Zagorac;GOL;32.0;2018;3;10
6870.0;Josip Vuković;VOLMC;27.0;2018;3;10
;;;;2018;3;10
;;;;2018;3;10
6870.0;Marko Lešković;ZAGVOL;28.0;2018;3;10
6875.0;Karlo Bartolec;ADDLDMD;24.0;2018;3;10
6868.0;Mario Šitum;MEMD;27.0;2018;3;10
6872.0;Ivan Močinić;VOLMC;26.0;2018;3;10
6868.0;Ante Puljić;ZAG;31.0;2018;3;10
;;;;2018;3;10
;;;;2018;3;10
6871.0;Mato Miloš;ADDMDADE;26.0;2018;3;10
6770.0;Mateo Barać;ZAG;25.0;2018;3;10
6780.0;Adrian Šemper;GOL;21.0;2018;3;10
6773.0;Andrej Lukić;ZAG;25.0;2018;3;10
6775.0;Lorenco Šimić;ZAG;23.0;2018;3;10
;;;;2018;3;10
;;;;2018;3;10
6767.0;Marko Bašić;VOLZAG;31.0;2018;3;10
6768.0;Matej Delač;GOL;27.0;2018;3;10
6767.0;Hrvoje Milić;MELE;30.0;2018;3;10
6674.0;Luka Bogdan;ZAG;23.0;2018;3;10
6674.0;Nikola Jambor;MCVOL;23.0;2018;3;10
;;;;2018;4;10
;;;;2018;4;10
6670.0;Niko Datković;ZAG;26.0;2018;4;10
6666.0;Adam Sušac;ZAG;30.0;2018;4;10
6666.0;Domagoj Antolić;VOL;29.0;2018;4;10
6586.0;Antonio Marin;PEPDMEI;18.0;2018;4;10
6565.0;Ante Erceg;ATA;29.0;2018;4;10
;;;;2018;4;10
;;;;2018;4;10
6572.0;Zoran Arsenić;ZAGLD;25.0;2018;4;10
6573.0;Anton Krešić;ZAG;23.0;2018;4;10
6470.0;Ivan Jukić;MEMD;23.0;2018;4;10
6481.0;Davor Lovren;MDME;20.0;2018;4;10
6464.0;Mario Musa;LE;29.0;2018;4;10
;;;;2018;4;10
;;;;2018;4;10
6472.0;Fabijan Buntić;GOL;22.0;2018;4;10
6464.0;Tomislav Božić;ZAG;31.0;2018;4;10
6471.0;Marin Jakoliš;ATAMEMD;22.0;2018;4;10
6364.0;Toni Jovic;ATA;27.0;2018;4;10
6363.0;Božo Musa;ZAG;30.0;2018;4;10
;;;;2018;4;10
;;;;2018;4;10
6363.0;Roko Mišlov;MC;31.0;2018;4;10
6369.0;Karlo Lulić;MEIMC;23.0;2018;4;10
6365.0;Dario Melnjak;LE;26.0;2018;4;10
6369.0;Tomislav Gomelt;MC;24.0;2018;4;10
6370.0;Marko Marić;GOL;23.0;2018;4;10
;;;;2018;4;10
;;;;2018;4;10
6363.0;Petar Slišković;ATA;28.0;2018;4;10
6363.0;Matko Perdijić;GOL;37.0;2018;4;10
6271.0;Martin Erlic;ZAG;21.0;2018;4;10
6278.0;Dinko Horkaš;GOL;20.0;2018;4;10
6176.0;Marko Gjira;VOLLE;20.0;2018;4;10
;;;;2018;4;10
;;;;2018;4;10
6162.0;Oliver Petrak;VOLMC;28.0;2018;4;10
6167.0;Marko Kolar;ATAMD;24.0;2018;4;10
6161.0;Luka Marić;ZAG;32.0;2018;4;10
6069.0;Robert Mudražija;MC;22.0;2018;4;10
6065.0;Mateo Mužek;ADEZAG;24.0;2018;4;10
;;;;2018;5;10
;;;;2018;5;10
6067.0;Christian Ilic;LEME;23.0;2018;5;10
5973.0;Jozo Stanic;ZAG;20.0;2018;5;10
5973.0;Sacha Marasovic;MEI;21.0;2018;5;10
5967.0;Dominik Martinović;ATA;22.0;2018;5;10
5977.0;Sandro Kulenović;ATA;19.0;2018;5;10
;;;;2018;5;10
;;;;2018;5;10
5972.0;Marin Šverko;LE;21.0;2018;5;10
