GER-POT;Nome;Posições Preferidas;Idade;ano;page;selecao
6875.0;Magnus Troest;ZAG;23.0;2010;3;dinamarca
6877.0;Jesper Lange;ATASA;24.0;2010;3;dinamarca
6876.0;Jonas Borring;MEMDMEISA;25.0;2010;3;dinamarca
6870.0;Hans Henrik Andreasen;MCMDVOL;31.0;2010;3;dinamarca
;;;;2010;3;dinamarca
;;;;2010;3;dinamarca
6872.0;Nicolai Stokholm;MCVOLMDMEI;34.0;2010;3;dinamarca
6778.0;Anders Randrup;LDLEZAG;22.0;2010;3;dinamarca
6774.0;Thomas Kristensen;MCMEI;27.0;2010;3;dinamarca
6773.0;Lasse Heinze;GOL;24.0;2010;3;dinamarca
6773.0;Martin Ørnskov Nielsen;MCZAGVOLATA;24.0;2010;3;dinamarca
;;;;2010;3;dinamarca
;;;;2010;3;dinamarca
6774.0;Rajko Lekic;ATA;29.0;2010;3;dinamarca
6768.0;Søren Jochumsen;GOL;34.0;2010;3;dinamarca
6774.0;Mikkel Beckmann;MDMEMCATA;26.0;2010;3;dinamarca
6773.0;Rasmus Würtz;VOLMD;26.0;2010;3;dinamarca
6771.0;Jesper Bech;SAMEIME;28.0;2010;3;dinamarca
;;;;2010;3;dinamarca
;;;;2010;3;dinamarca
6775.0;Jonas Kamper;MDPDMEI;27.0;2010;3;dinamarca
6770.0;Morten Skoubo;ATAPEPDSA;30.0;2010;3;dinamarca
6775.0;Martin Retov;VOLMCMDMEI;30.0;2010;3;dinamarca
6770.0;Frank Kristensen;ATAPEME;33.0;2010;3;dinamarca
6770.0;Brian Priske;LDADDZAG;33.0;2010;3;dinamarca
;;;;2010;3;dinamarca
;;;;2010;3;dinamarca
6768.0;Lars Winde;GOL;34.0;2010;3;dinamarca
6678.0;Nicolai Jörgensen;SAMEIPDPE;19.0;2010;3;dinamarca
6681.0;Andreas Laudrup;PEPDMEMD;19.0;2010;3;dinamarca
6678.0;Nicki Bille Nielsen;ATASAMAD;22.0;2010;3;dinamarca
6684.0;Kenneth Stenild Nielsen;GOL;22.0;2010;3;dinamarca
;;;;2010;3;dinamarca
;;;;2010;3;dinamarca
6675.0;Kim Aabech;SAME;27.0;2010;3;dinamarca
6675.0;Brian Nielsen;MEMDPEPD;23.0;2010;3;dinamarca
6668.0;Peter Degn;MDPD;33.0;2010;3;dinamarca
6671.0;Christopher Poulsen;LEADEME;28.0;2010;3;dinamarca
6674.0;Kevin Stuhr-Ellegaard;GOL;27.0;2010;3;dinamarca
;;;;2010;4;dinamarca
;;;;2010;4;dinamarca
6668.0;Nicolai Høgh;ZAGLEME;26.0;2010;4;dinamarca
6672.0;Jesper Mikkelsen;VOLZAGLE;30.0;2010;4;dinamarca
6677.0;Jan Kristiansen;MEADEMEIADD;29.0;2010;4;dinamarca
6675.0;Martin Albrechtsen;ZAGLDLE;30.0;2010;4;dinamarca
6574.0;Kevin Conboy;LEADEMEMC;22.0;2010;4;dinamarca
;;;;2010;4;dinamarca
;;;;2010;4;dinamarca
6568.0;Patrick Kristensen;MEIMDMELD;23.0;2010;4;dinamarca
6571.0;Jonas Lössl;GOL;21.0;2010;4;dinamarca
6569.0;Peter Nymann;MDADD;28.0;2010;4;dinamarca
6570.0;Bajram Fetai;MAEPEATASA;24.0;2010;4;dinamarca
6567.0;Anders Egholm;ZAGLD;27.0;2010;4;dinamarca
;;;;2010;4;dinamarca
;;;;2010;4;dinamarca
6574.0;Jesper Jørgensen;MC;26.0;2010;4;dinamarca
6569.0;Casper Ankergren;GOL;30.0;2010;4;dinamarca
6571.0;Dennis Sørensen;MCMDLDME;29.0;2010;4;dinamarca
6573.0;Thomas Rasmussen;LEADEME;33.0;2010;4;dinamarca
6568.0;Henrik Hansen;MEI;31.0;2010;4;dinamarca
;;;;2010;4;dinamarca
;;;;2010;4;dinamarca
6574.0;Thomas Augustinussen;VOLMC;29.0;2010;4;dinamarca
6572.0;Søren Berg;SAMDATAMC;34.0;2010;4;dinamarca
6569.0;Christian Keller;ADDMDLDVOL;30.0;2010;4;dinamarca
6570.0;Peter Madsen;ATAMDSAMEI;32.0;2010;4;dinamarca
6478.0;Saban Özdogan;MDMC;20.0;2010;4;dinamarca
;;;;2010;4;dinamarca
;;;;2010;4;dinamarca
6467.0;Lasse Nielsen;ZAGLE;22.0;2010;4;dinamarca
6480.0;Martin Spelmann;VOLLDMDMC;23.0;2010;4;dinamarca
6482.0;Kasper Lorentzen;MEIMEMDSA;24.0;2010;4;dinamarca
6468.0;Frank Hansen;LDMDMC;27.0;2010;4;dinamarca
6483.0;Thomas Helveg;LDADDZAGPD;39.0;2010;4;dinamarca
;;;;2010;4;dinamarca
;;;;2010;4;dinamarca
6385.0;Nicolai Boilesen;ZAGLE;18.0;2010;4;dinamarca
6380.0;Thomas Delaney;MCADELE;18.0;2010;4;dinamarca
6368.0;Thorbjørn Holst Rasmussen;ZAGMC;23.0;2010;4;dinamarca
6368.0;Sebastian Svärd;VOLMCZAGLD;27.0;2010;4;dinamarca
6365.0;Henrik Toft;ATA;29.0;2010;4;dinamarca
;;;;2010;5;dinamarca
;;;;2010;5;dinamarca
6378.0;Danny Olsen;MDPDMEISA;25.0;2010;5;dinamarca
6367.0;Jens Berthel Askou;ZAGLB;28.0;2010;5;dinamarca
6366.0;Michael Stryger;MDLDMC;27.0;2010;5;dinamarca
6365.0;Dennis Flinta;SAMDPDLD;26.0;2010;5;dinamarca
6369.0;Mikkel Jensen;VOLMCZAG;33.0;2010;5;dinamarca
;;;;2010;5;dinamarca
;;;;2010;5;dinamarca
6367.0;Jan Frederiksen;LEZAGME;28.0;2010;5;dinamarca
6380.0;Michael Gravgaard;ZAGLDSA;32.0;2010;5;dinamarca
6367.0;Morten Karlsen;VOLMD;31.0;2010;5;dinamarca
6368.0;Jacob Sørensen;MDMEMCPD;27.0;2010;5;dinamarca
6376.0;Ulrich Vinzents;LDADD;33.0;2010;5;dinamarca
;;;;2010;5;dinamarca
;;;;2010;5;dinamarca
6366.0;Allan Jepsen;LEADE;33.0;2010;5;dinamarca
6376.0;Henrik Pedersen;ATAMADMAELE;35.0;2010;5;dinamarca
6269.0;Bashkim Kadrii;ATASA;19.0;2010;5;dinamarca
6265.0;Anders Nielsen;ZAGADDLDLE;23.0;2010;5;dinamarca
6275.0;Martin Svensson;MEIME;21.0;2010;5;dinamarca
;;;;2010;5;dinamarca
;;;;2010;5;dinamarca
6280.0;Jens Stryger Larsen;MCVOLMEI;19.0;2010;5;dinamarca
6268.0;Mikkel Vendelbo;MDMC;23.0;2010;5;dinamarca
6266.0;Rasmus Hansen;VOLMCMD;24.0;2010;5;dinamarca
6271.0;Ronnie Schwartz;ATA;21.0;2010;5;dinamarca
6276.0;Daniel Wass;LDMDADDSA;21.0;2010;5;dinamarca
;;;;2010;5;dinamarca
;;;;2010;5;dinamarca
6275.0;Mikkel Andersen;GOL;21.0;2010;5;dinamarca
6266.0;David Ousted Hansen;GOL;25.0;2010;5;dinamarca
6275.0;Morten Bertolt;MC;26.0;2010;5;dinamarca
6268.0;Kenneth Fabricius;SAATA;28.0;2010;5;dinamarca
6266.0;Niels Lodberg;VOLSA;29.0;2010;5;dinamarca
;;;;2010;5;dinamarca
;;;;2010;5;dinamarca
6272.0;Thomas Gaardsøe;ZAGLDLE;30.0;2010;5;dinamarca
6176.0;Mads Fenger;ZAGMC;19.0;2010;5;dinamarca
6175.0;Andreas Bjelland;ZAGLDMC;22.0;2010;5;dinamarca
6167.0;Morten Rasmussen;ZAGLDLE;25.0;2010;5;dinamarca
6166.0;Henrik Kildentoft;ZAGLDLE;25.0;2010;5;dinamarca
;;;;2010;6;dinamarca
;;;;2010;6;dinamarca
6168.0;Thomas Kortegaard;MEIMEVOLMD;26.0;2010;6;dinamarca
6170.0;Søren Christensen;MEIMDME;24.0;2010;6;dinamarca
6165.0;Jesper Hansen;GOL;25.0;2010;6;dinamarca
6164.0;Jakob Bresemann;ZAGLB;33.0;2010;6;dinamarca
6162.0;Søren Jensen;LEADEZAG;26.0;2010;6;dinamarca
;;;;2010;6;dinamarca
;;;;2010;6;dinamarca
6164.0;Søren Pedersen;LDMDADD;31.0;2010;6;dinamarca
6174.0;Thomas Bælum;ZAGVOL;32.0;2010;6;dinamarca
6164.0;Morten Roald Petersen;ZAG;32.0;2010;6;dinamarca
6071.0;Jesper Kristoffersen;ZAGLE;26.0;2010;6;dinamarca
6074.0;Emil Lyng;PDATAMAD;21.0;2010;6;dinamarca
;;;;2010;6;dinamarca
;;;;2010;6;dinamarca
6065.0;Alexander Fischer;LDLEZAGLB;23.0;2010;6;dinamarca
6072.0;Jeppe Mehl;MDME;23.0;2010;6;dinamarca
6069.0;Timmi Johansen;LEME;23.0;2010;6;dinamarca
6075.0;Christian Sivebæk;MDMC;22.0;2010;6;dinamarca
6066.0;Martin Christensen;PDMDATASA;22.0;2010;6;dinamarca
;;;;2010;6;dinamarca
;;;;2010;6;dinamarca
6072.0;Michael Tørnes;GOL;24.0;2010;6;dinamarca
6071.0;Rune Pedersen;GOL;30.0;2010;6;dinamarca
6076.0;Kasper Jensen;GOL;27.0;2010;6;dinamarca
5975.0;Dario Dumic;ZAGMC;18.0;2010;6;dinamarca
5969.0;Danni Jensen;LDADDMD;21.0;2010;6;dinamarca
;;;;2010;6;dinamarca
;;;;2010;6;dinamarca
5972.0;Kristoffer Andersen;LDMDLEME;24.0;2010;6;dinamarca
5973.0;Jonas Damborg;MCZAGVOL;24.0;2010;6;dinamarca
5964.0;Simon Nagel;MEILDMD;25.0;2010;6;dinamarca
5966.0;Johnny Thomsen;MCMESA;28.0;2010;6;dinamarca
5965.0;Allan Olesen;LDZAGADD;28.0;2010;6;dinamarca
;;;;2010;6;dinamarca
;;;;2010;6;dinamarca
5966.0;Martin Jensen;LEME;32.0;2010;6;dinamarca
5867.0;Jimmy Mayasi;ATA;23.0;2010;6;dinamarca
5874.0;Mads Winther Albæk;MCMEIMD;20.0;2010;6;dinamarca
5872.0;Henrik Bødker;MDMCLD;27.0;2010;6;dinamarca
5874.0;Jesper Juelsgård Kristensen;LEME;21.0;2010;6;dinamarca
;;;;2010;7;dinamarca
;;;;2010;7;dinamarca
5865.0;Andreas Granskov Hansen;ATASA;21.0;2010;7;dinamarca
5874.0;Brian Hamalainen;LEADE;21.0;2010;7;dinamarca
5860.0;Lasse Kryger;SAMEIMAD;27.0;2010;7;dinamarca
5767.0;Mathias Valentin;VOLMC;21.0;2010;7;dinamarca
5768.0;Rasmus Falk Jensen;MEIMCSAATA;18.0;2010;7;dinamarca
;;;;2010;7;dinamarca
;;;;2010;7;dinamarca
5769.0;Nicklas Helenius;ATA;19.0;2010;7;dinamarca
5765.0;Hamza Kizil;ZAGLDVOL;21.0;2010;7;dinamarca
5764.0;Emil Farver;LE;20.0;2010;7;dinamarca
5773.0;Sebastian Andersen;MDMESA;21.0;2010;7;dinamarca
5772.0;Patrick Mortensen;ATA;20.0;2010;7;dinamarca
;;;;2010;7;dinamarca
;;;;2010;7;dinamarca
5768.0;Kasper Kristensen;MC;24.0;2010;7;dinamarca
5767.0;Mads Thomsen;ATASAMEI;21.0;2010;7;dinamarca
5778.0;Nicolaj Agger;ATAPDMEI;21.0;2010;7;dinamarca
5767.0;Jeppe Brandrup;MDADDLD;25.0;2010;7;dinamarca
5767.0;Rune Hansen;ZAGVOL;25.0;2010;7;dinamarca
;;;;2010;7;dinamarca
;;;;2010;7;dinamarca
5763.0;Anders Nøhr;MDPDADDLD;28.0;2010;7;dinamarca
5763.0;Michael Larsen;LDZAG;27.0;2010;7;dinamarca
5767.0;Yasin Avci;MEMC;26.0;2010;7;dinamarca
5671.0;Jonas Henriksen;ATASAPDPE;19.0;2010;7;dinamarca
5665.0;Mikkel Knudstrup;LEATA;18.0;2010;7;dinamarca
;;;;2010;7;dinamarca
;;;;2010;7;dinamarca
5665.0;Simon Enevoldsen;GOL;18.0;2010;7;dinamarca
5677.0;Mads Hvilsom;ATASA;18.0;2010;7;dinamarca
5667.0;Søren Frederiksen;ATASA;21.0;2010;7;dinamarca
5665.0;Cheikh Sarr;LDADD;25.0;2010;7;dinamarca
5659.0;Kenneth Falkenberg;GOL;26.0;2010;7;dinamarca
;;;;2010;7;dinamarca
;;;;2010;7;dinamarca
5668.0;David Nielsen;ATA;33.0;2010;7;dinamarca
5565.0;Daniel Høegh;ZAG;19.0;2010;7;dinamarca
5573.0;Christoffer Olczyk;VOL;19.0;2010;7;dinamarca
5575.0;Jonas Hebo Rasmussen;MEI;19.0;2010;7;dinamarca
5566.0;Mathias Nielsen;ZAG;19.0;2010;7;dinamarca
;;;;2010;8;dinamarca
;;;;2010;8;dinamarca
5569.0;Henrik Dalsgaard;ATA;21.0;2010;8;dinamarca
5571.0;Lasse Rise;ATAMEIMD;24.0;2010;8;dinamarca
5568.0;Mike Tullberg;ATA;24.0;2010;8;dinamarca
5577.0;Janus Drachmann;MC;22.0;2010;8;dinamarca
5562.0;Jens-Kristian Sørensen;VOLZAG;23.0;2010;8;dinamarca
;;;;2010;8;dinamarca
;;;;2010;8;dinamarca
5574.0;Matti Lund Nielsen;MCMEMDMEI;22.0;2010;8;dinamarca
5565.0;Rasmus Christiansen;VOL;20.0;2010;8;dinamarca
5578.0;Tobias Mikkelsen;SAPDMDPE;24.0;2010;8;dinamarca
5561.0;Marc Møller;ZAGLD;24.0;2010;8;dinamarca
5567.0;Mathias Tauber;MCVOLZAG;26.0;2010;8;dinamarca
;;;;2010;8;dinamarca
;;;;2010;8;dinamarca
5562.0;Thomas Hansen;ZAG;27.0;2010;8;dinamarca
5476.0;Morten Nielsen;SAATAMEIMC;20.0;2010;8;dinamarca
5463.0;Søren Fuglsang;ZAGLD;20.0;2010;8;dinamarca
5468.0;Emil Ousager;GOL;23.0;2010;8;dinamarca
5458.0;Rasmus Katholm;SAATAMEI;29.0;2010;8;dinamarca
;;;;2010;8;dinamarca
;;;;2010;8;dinamarca
5468.0;Nabil Aslam;ZAGLELDLB;26.0;2010;8;dinamarca
5363.0;Bjørn Paulsen;SAATA;19.0;2010;8;dinamarca
5362.0;Kevin Bechmann Timm;SAMEI;21.0;2010;8;dinamarca
5356.0;Kian Hansen;ZAGLD;21.0;2010;8;dinamarca
5368.0;Peter Lauridsen;ZAGLD;21.0;2010;8;dinamarca
;;;;2010;8;dinamarca
;;;;2010;8;dinamarca
5366.0;Casper Johansen;ATA;22.0;2010;8;dinamarca
5268.0;Christian Gytkjær;ATASAPEPD;20.0;2010;8;dinamarca
5270.0;Steven Somers;MCMEI;19.0;2010;8;dinamarca
5253.0;Jacob Egeris Pedersen;ZAG;20.0;2010;8;dinamarca
5269.0;Erik Sviatchenko;ZAGLD;18.0;2010;8;dinamarca
;;;;2010;8;dinamarca
;;;;2010;8;dinamarca
5260.0;Anders Hostrup;ATASA;20.0;2010;8;dinamarca
5270.0;Mathias Wichmann;MCMD;19.0;2010;8;dinamarca
5257.0;Simon Skou Jakobsen;ZAG;19.0;2010;8;dinamarca
5259.0;Lars Huldgaard Christensen;ATA;21.0;2010;8;dinamarca
5257.0;Frank Nielsen;MDMCMEI;21.0;2010;8;dinamarca
;;;;2010;9;dinamarca
;;;;2010;9;dinamarca
5270.0;Mads Jessen;MCMEIMD;20.0;2010;9;dinamarca
5266.0;Ricki Olsen;MDMC;21.0;2010;9;dinamarca
5268.0;Pierre Kanstrup;ZAGLDVOL;21.0;2010;9;dinamarca
5263.0;Mads Toppel;GOL;28.0;2010;9;dinamarca
5165.0;Callesen Thomas;ZAGLB;18.0;2010;9;dinamarca
;;;;2010;9;dinamarca
;;;;2010;9;dinamarca
5167.0;Emil Larsen;ATAMEIME;19.0;2010;9;dinamarca
5164.0;Mads Petersen;GOL;18.0;2010;9;dinamarca
5167.0;Martin Braithwaite;ATASAMEI;19.0;2010;9;dinamarca
5164.0;Marc Pedersen;ZAGLD;21.0;2010;9;dinamarca
5156.0;Daniel Jensen;ZAGLD;25.0;2010;9;dinamarca
;;;;2010;9;dinamarca
;;;;2010;9;dinamarca
5064.0;Jakob Ankersen;MC;19.0;2010;9;dinamarca
5063.0;Nicolai Larsen;GOL;19.0;2010;9;dinamarca
5067.0;Martin Rauschenberg;ZAGVOLLD;18.0;2010;9;dinamarca
5057.0;Andreas Kamper;ZAG;20.0;2010;9;dinamarca
5072.0;Daniel Segev Jørgensen;ZAGVOL;19.0;2010;9;dinamarca
;;;;2010;9;dinamarca
;;;;2010;9;dinamarca
5068.0;Daniel Stenderup;ZAGLD;21.0;2010;9;dinamarca
5058.0;Daniel Christensen;MEILE;21.0;2010;9;dinamarca
5068.0;Peter Friis Jensen;GOL;22.0;2010;9;dinamarca
5065.0;Ronni Hansen;MEIMD;22.0;2010;9;dinamarca
4958.0;Tino Valsø;LDLE;20.0;2010;9;dinamarca
;;;;2010;9;dinamarca
;;;;2010;9;dinamarca
4961.0;Frederik Rønnow;GOL;18.0;2010;9;dinamarca
4967.0;Kasper Kusk;MC;18.0;2010;9;dinamarca
4964.0;Jesper Lauridsen;LEADEME;19.0;2010;9;dinamarca
4963.0;Kennie Chopart;ATASA;20.0;2010;9;dinamarca
4860.0;Nicklas Kristensen;ZAGLEVOLMC;21.0;2010;9;dinamarca
;;;;2010;9;dinamarca
;;;;2010;9;dinamarca
4863.0;Rasmus Lynge Christensen;MEMEIMD;19.0;2010;9;dinamarca
4866.0;Jonas Knudsen;LEADEMEZAG;17.0;2010;9;dinamarca
4864.0;Jakob Ahlmann Nielsen;LEZAG;19.0;2010;9;dinamarca
4859.0;Mark Gundelach;ZAGVOL;18.0;2010;9;dinamarca
4869.0;Philip Rasmussen;VOLMCMEI;21.0;2010;9;dinamarca
;;;;2010;10;dinamarca
;;;;2010;10;dinamarca
4866.0;Michael Sten Jensen;ZAGVOL;20.0;2010;10;dinamarca
4765.0;Tobias Ørtoft;ZAG;19.0;2010;10;dinamarca
4766.0;Jesper Bøge Pedersen;LDZAG;20.0;2010;10;dinamarca
4777.0;Osama Akharraz;MEIMDSAMC;19.0;2010;10;dinamarca
4771.0;David Jensen;GOL;18.0;2010;10;dinamarca
;;;;2010;10;dinamarca
;;;;2010;10;dinamarca
4772.0;Stelian Trasborg;MD;21.0;2010;10;dinamarca
4655.0;Emil Scheel;MC;20.0;2010;10;dinamarca
4665.0;Tommy Ladefoged;GOL;19.0;2010;10;dinamarca
4554.0;Nicklas Højlund;GOL;20.0;2010;10;dinamarca
4559.0;Kasper Kirkegaard Hansen;MCMEI;19.0;2010;10;dinamarca
;;;;2010;10;dinamarca
;;;;2010;10;dinamarca
4557.0;Kenni Olsen;MCMEIMD;25.0;2010;10;dinamarca
4355.0;Anders Handberg Nissen;LDLE;21.0;2010;10;dinamarca
4360.0;Oliver Feldballe;MEIPESA;20.0;2010;10;dinamarca
4261.0;Christopher Mannie;MEMD;20.0;2010;10;dinamarca
4160.0;Allan Nielsen;GOL;23.0;2010;10;dinamarca
;;;;2010;10;dinamarca
;;;;2010;10;dinamarca
4055.0;Tonny Brochmann;MEIMCMDME;21.0;2010;10;dinamarca
4055.0;Anders Christiansen;MEI;20.0;2010;10;dinamarca
;;;;2010;1;inglaterra
;;;;2010;1;inglaterra
8891.0;Wayne Rooney;ATASAPEMAE;24.0;2010;1;inglaterra
8788.0;Frank Lampard;MEIMCMDME;32.0;2010;1;inglaterra
8691.0;Steven Gerrard;MEIMCMDME;30.0;2010;1;inglaterra
8690.0;John Terry;ZAGLB;29.0;2010;1;inglaterra
8589.0;Rio Ferdinand;ZAGVOLLB;31.0;2010;1;inglaterra
;;;;2010;1;inglaterra
;;;;2010;1;inglaterra
8387.0;Ashley Young;PEPDMEMEI;25.0;2010;1;inglaterra
8387.0;Ashley Cole;ADELE;29.0;2010;1;inglaterra
8285.0;Aaron Lennon;PDMDPEME;23.0;2010;1;inglaterra
8288.0;Joe Hart;GOL;23.0;2010;1;inglaterra
8284.0;Darren Bent;ATAMADSA;26.0;2010;1;inglaterra
;;;;2010;1;inglaterra
;;;;2010;1;inglaterra
8283.0;Jermain Defoe;ATA;27.0;2010;1;inglaterra
8285.0;Gareth Barry;VOLMCLEME;29.0;2010;1;inglaterra
8284.0;Jamie Carragher;ZAGLDLEVOL;32.0;2010;1;inglaterra
8288.0;Paul Scholes;MCMEI;35.0;2010;1;inglaterra
8185.0;Adam Johnson;PEMEMDPD;23.0;2010;1;inglaterra
;;;;2010;1;inglaterra
;;;;2010;1;inglaterra
8186.0;Theo Walcott;PDMDATAPE;21.0;2010;1;inglaterra
8185.0;Joleon Lescott;ZAGLE;28.0;2010;1;inglaterra
8187.0;James Milner;MCMDPDPE;24.0;2010;1;inglaterra
8186.0;Michael Carrick;MCVOLMEI;29.0;2010;1;inglaterra
8185.0;Owen Hargreaves;VOLMCMDADD;29.0;2010;1;inglaterra
;;;;2010;1;inglaterra
;;;;2010;1;inglaterra
8085.0;Glen Johnson;ADDLDMDLE;26.0;2010;1;inglaterra
8081.0;Michael Dawson;ZAG;26.0;2010;1;inglaterra
8082.0;Tom Huddlestone;MCVOLZAGMEI;23.0;2010;1;inglaterra
8085.0;Stewart Downing;PEMEMCMD;26.0;2010;1;inglaterra
8086.0;Phil Jagielka;ZAGVOLLDMC;28.0;2010;1;inglaterra
;;;;2010;1;inglaterra
;;;;2010;1;inglaterra
8083.0;Ledley King;ZAGVOL;29.0;2010;1;inglaterra
8082.0;Matthew Upson;ZAGLE;31.0;2010;1;inglaterra
8084.0;Shaun Wright-Phillips;PDMDMEIPE;28.0;2010;1;inglaterra
8087.0;Joe Cole;MEIMDMEMC;28.0;2010;1;inglaterra
7985.0;Micah Richards;LDZAGVOL;22.0;2010;1;inglaterra
;;;;2010;2;inglaterra
;;;;2010;2;inglaterra
7985.0;Gary Cahill;ZAGVOL;24.0;2010;2;inglaterra
7982.0;Bobby Zamora;ATASA;29.0;2010;2;inglaterra
7984.0;David James;GOL;40.0;2010;2;inglaterra
7882.0;Ryan Shawcross;ZAGLD;22.0;2010;2;inglaterra
7883.0;Cameron Jerome;ATAMAD;23.0;2010;2;inglaterra
;;;;2010;2;inglaterra
;;;;2010;2;inglaterra
7882.0;Chinedum Onuoha;ZAGLDLE;23.0;2010;2;inglaterra
7883.0;Leighton Baines;LEADEPEME;25.0;2010;2;inglaterra
7880.0;David Bentley;MDPDMEMEI;26.0;2010;2;inglaterra
7884.0;Robert Green;GOL;30.0;2010;2;inglaterra
