key_id;tournament_id;tournament_name;match_id;match_name;stage_name;group_name;group_stage;knockout_stage;replayed;replay;match_date;match_time;stadium_id;stadium_name;city_name;country_name;home_team_id;home_team_name;home_team_code;away_team_id;away_team_name;away_team_code;score;home_team_score;away_team_score;home_team_score_margin;away_team_score_margin;extra_time;penalty_shootout;score_penalties;home_team_score_penalties;away_team_score_penalties;result;home_team_win;away_team_win;draw
660;WC-2006;2006 FIFA World Cup;M-2006-16;Tunisia v Saudi Arabia;group stage;Group H;1;0;0;0;2006-06-14;18:00;S-064;Allianz Arena;Munich;Germany;T-75;Tunisia;TUN;T-60;Saudi Arabia;SAU;2–2;2;2;0;0;0;0;0-0;0;0;draw;0;0;1
661;WC-2006;2006 FIFA World Cup;M-2006-17;Germany v Poland;group stage;Group A;1;0;0;0;2006-06-14;21:00;S-055;Westfalenstadion;Dortmund;Germany;T-29;Germany;DEU;T-55;Poland;POL;1–0;1;0;1;-1;0;0;0-0;0;0;home team win;1;0;0
662;WC-2006;2006 FIFA World Cup;M-2006-18;Ecuador v Costa Rica;group stage;Group A;1;0;0;0;2006-06-15;15:00;S-060;Volksparkstadion;Hamburg;Germany;T-24;Ecuador;ECU;T-16;Costa Rica;CRI;3–0;3;0;3;-3;0;0;0-0;0;0;home team win;1;0;0
663;WC-2006;2006 FIFA World Cup;M-2006-19;England v Trinidad and Tobago;group stage;Group B;1;0;0;0;2006-06-15;18:00;S-066;Frankenstadion;Nuremberg;Germany;T-27;England;ENG;T-74;Trinidad and Tobago;TTO;2–0;2;0;2;-2;0;0;0-0;0;0;home team win;1;0;0
664;WC-2006;2006 FIFA World Cup;M-2006-20;Sweden v Paraguay;group stage;Group B;1;0;0;0;2006-06-15;21:00;S-053;Olympiastadion;Berlin;Germany;T-71;Sweden;SWE;T-53;Paraguay;PRY;1–0;1;0;1;-1;0;0;0-0;0;0;home team win;1;0;0
665;WC-2006;2006 FIFA World Cup;M-2006-21;Argentina v Serbia and Montenegro;group stage;Group C;1;0;0;0;2006-06-16;15:00;S-058;Arena AufShalke;Gelsenkirchen;Germany;T-03;Argentina;ARG;T-64;Serbia and Montenegro;SCG;6–0;6;0;6;-6;0;0;0-0;0;0;home team win;1;0;0
666;WC-2006;2006 FIFA World Cup;M-2006-22;Netherlands v Ivory Coast;group stage;Group C;1;0;0;0;2006-06-16;18:00;S-067;Neckarstadion;Stuttgart;Germany;T-46;Netherlands;NLD;T-40;Ivory Coast;CIV;2–1;2;1;1;-1;0;0;0-0;0;0;home team win;1;0;0
667;WC-2006;2006 FIFA World Cup;M-2006-23;Mexico v Angola;group stage;Group D;1;0;0;0;2006-06-16;21:00;S-061;Niedersachsenstadion;Hanover;Germany;T-44;Mexico;MEX;T-02;Angola;AGO;0–0;0;0;0;0;0;0;0-0;0;0;draw;0;0;1
668;WC-2006;2006 FIFA World Cup;M-2006-24;Portugal v Iran;group stage;Group D;1;0;0;0;2006-06-17;15:00;S-057;Waldstadion;Frankfurt;Germany;T-56;Portugal;PRT;T-36;Iran;IRN;2–0;2;0;2;-2;0;0;0-0;0;0;home team win;1;0;0
669;WC-2006;2006 FIFA World Cup;M-2006-25;Czech Republic v Ghana;group stage;Group E;1;0;0;0;2006-06-17;18:00;S-054;RheinEnergieStadion;Cologne;Germany;T-19;Czech Republic;CZE;T-30;Ghana;GHA;0–2;0;2;-2;2;0;0;0-0;0;0;away team win;0;1;0
670;WC-2006;2006 FIFA World Cup;M-2006-26;Italy v United States;group stage;Group E;1;0;0;0;2006-06-17;21:00;S-062;Fritz-Walter-Stadion;Kaiserslautern;Germany;T-39;Italy;ITA;T-79;United States;USA;1–1;1;1;0;0;0;0;0-0;0;0;draw;0;0;1
671;WC-2006;2006 FIFA World Cup;M-2006-27;Japan v Croatia;group stage;Group F;1;0;0;0;2006-06-18;15:00;S-066;Frankenstadion;Nuremberg;Germany;T-42;Japan;JPN;T-17;Croatia;HRV;0–0;0;0;0;0;0;0;0-0;0;0;draw;0;0;1
672;WC-2006;2006 FIFA World Cup;M-2006-28;Brazil v Australia;group stage;Group F;1;0;0;0;2006-06-18;18:00;S-064;Allianz Arena;Munich;Germany;T-09;Brazil;BRA;T-04;Australia;AUS;2–0;2;0;2;-2;0;0;0-0;0;0;home team win;1;0;0
673;WC-2006;2006 FIFA World Cup;M-2006-29;France v South Korea;group stage;Group G;1;0;0;0;2006-06-18;21:00;S-063;Zentralstadion;Leipzig;Germany;T-28;France;FRA;T-68;South Korea;KOR;1–1;1;1;0;0;0;0;0-0;0;0;draw;0;0;1
674;WC-2006;2006 FIFA World Cup;M-2006-30;Togo v Switzerland;group stage;Group G;1;0;0;0;2006-06-19;15:00;S-055;Westfalenstadion;Dortmund;Germany;T-73;Togo;TGO;T-72;Switzerland;CHE;0–2;0;2;-2;2;0;0;0-0;0;0;away team win;0;1;0
675;WC-2006;2006 FIFA World Cup;M-2006-31;Saudi Arabia v Ukraine;group stage;Group H;1;0;0;0;2006-06-19;18:00;S-060;Volksparkstadion;Hamburg;Germany;T-60;Saudi Arabia;SAU;T-77;Ukraine;UKR;0–4;0;4;-4;4;0;0;0-0;0;0;away team win;0;1;0
676;WC-2006;2006 FIFA World Cup;M-2006-32;Spain v Tunisia;group stage;Group H;1;0;0;0;2006-06-19;21:00;S-067;Neckarstadion;Stuttgart;Germany;T-70;Spain;ESP;T-75;Tunisia;TUN;3–1;3;1;2;-2;0;0;0-0;0;0;home team win;1;0;0
677;WC-2006;2006 FIFA World Cup;M-2006-33;Costa Rica v Poland;group stage;Group A;1;0;0;0;2006-06-20;16:00;S-061;Niedersachsenstadion;Hanover;Germany;T-16;Costa Rica;CRI;T-55;Poland;POL;1–2;1;2;-1;1;0;0;0-0;0;0;away team win;0;1;0
678;WC-2006;2006 FIFA World Cup;M-2006-34;Ecuador v Germany;group stage;Group A;1;0;0;0;2006-06-20;16:00;S-053;Olympiastadion;Berlin;Germany;T-24;Ecuador;ECU;T-29;Germany;DEU;0–3;0;3;-3;3;0;0;0-0;0;0;away team win;0;1;0
679;WC-2006;2006 FIFA World Cup;M-2006-35;Paraguay v Trinidad and Tobago;group stage;Group B;1;0;0;0;2006-06-20;21:00;S-062;Fritz-Walter-Stadion;Kaiserslautern;Germany;T-53;Paraguay;PRY;T-74;Trinidad and Tobago;TTO;2–0;2;0;2;-2;0;0;0-0;0;0;home team win;1;0;0
680;WC-2006;2006 FIFA World Cup;M-2006-36;Sweden v England;group stage;Group B;1;0;0;0;2006-06-20;21:00;S-054;RheinEnergieStadion;Cologne;Germany;T-71;Sweden;SWE;T-27;England;ENG;2–2;2;2;0;0;0;0;0-0;0;0;draw;0;0;1
681;WC-2006;2006 FIFA World Cup;M-2006-37;Iran v Angola;group stage;Group D;1;0;0;0;2006-06-21;16:00;S-063;Zentralstadion;Leipzig;Germany;T-36;Iran;IRN;T-02;Angola;AGO;1–1;1;1;0;0;0;0;0-0;0;0;draw;0;0;1
682;WC-2006;2006 FIFA World Cup;M-2006-38;Portugal v Mexico;group stage;Group D;1;0;0;0;2006-06-21;16:00;S-058;Arena AufShalke;Gelsenkirchen;Germany;T-56;Portugal;PRT;T-44;Mexico;MEX;2–1;2;1;1;-1;0;0;0-0;0;0;home team win;1;0;0
683;WC-2006;2006 FIFA World Cup;M-2006-39;Ivory Coast v Serbia and Montenegro;group stage;Group C;1;0;0;0;2006-06-21;21:00;S-064;Allianz Arena;Munich;Germany;T-40;Ivory Coast;CIV;T-64;Serbia and Montenegro;SCG;3–2;3;2;1;-1;0;0;0-0;0;0;home team win;1;0;0
684;WC-2006;2006 FIFA World Cup;M-2006-40;Netherlands v Argentina;group stage;Group C;1;0;0;0;2006-06-21;21:00;S-057;Waldstadion;Frankfurt;Germany;T-46;Netherlands;NLD;T-03;Argentina;ARG;0–0;0;0;0;0;0;0;0-0;0;0;draw;0;0;1
685;WC-2006;2006 FIFA World Cup;M-2006-41;Czech Republic v Italy;group stage;Group E;1;0;0;0;2006-06-22;16:00;S-060;Volksparkstadion;Hamburg;Germany;T-19;Czech Republic;CZE;T-39;Italy;ITA;0–2;0;2;-2;2;0;0;0-0;0;0;away team win;0;1;0
686;WC-2006;2006 FIFA World Cup;M-2006-42;Ghana v United States;group stage;Group E;1;0;0;0;2006-06-22;16:00;S-066;Frankenstadion;Nuremberg;Germany;T-30;Ghana;GHA;T-79;United States;USA;2–1;2;1;1;-1;0;0;0-0;0;0;home team win;1;0;0
687;WC-2006;2006 FIFA World Cup;M-2006-43;Croatia v Australia;group stage;Group F;1;0;0;0;2006-06-22;21:00;S-067;Neckarstadion;Stuttgart;Germany;T-17;Croatia;HRV;T-04;Australia;AUS;2–2;2;2;0;0;0;0;0-0;0;0;draw;0;0;1
688;WC-2006;2006 FIFA World Cup;M-2006-44;Japan v Brazil;group stage;Group F;1;0;0;0;2006-06-22;21:00;S-055;Westfalenstadion;Dortmund;Germany;T-42;Japan;JPN;T-09;Brazil;BRA;1–4;1;4;-3;3;0;0;0-0;0;0;away team win;0;1;0
689;WC-2006;2006 FIFA World Cup;M-2006-45;Saudi Arabia v Spain;group stage;Group H;1;0;0;0;2006-06-23;16:00;S-062;Fritz-Walter-Stadion;Kaiserslautern;Germany;T-60;Saudi Arabia;SAU;T-70;Spain;ESP;0–1;0;1;-1;1;0;0;0-0;0;0;away team win;0;1;0
690;WC-2006;2006 FIFA World Cup;M-2006-46;Ukraine v Tunisia;group stage;Group H;1;0;0;0;2006-06-23;16:00;S-053;Olympiastadion;Berlin;Germany;T-77;Ukraine;UKR;T-75;Tunisia;TUN;1–0;1;0;1;-1;0;0;0-0;0;0;home team win;1;0;0
691;WC-2006;2006 FIFA World Cup;M-2006-47;Switzerland v South Korea;group stage;Group G;1;0;0;0;2006-06-23;21:00;S-061;Niedersachsenstadion;Hanover;Germany;T-72;Switzerland;CHE;T-68;South Korea;KOR;2–0;2;0;2;-2;0;0;0-0;0;0;home team win;1;0;0
692;WC-2006;2006 FIFA World Cup;M-2006-48;Togo v France;group stage;Group G;1;0;0;0;2006-06-23;21:00;S-054;RheinEnergieStadion;Cologne;Germany;T-73;Togo;TGO;T-28;France;FRA;0–2;0;2;-2;2;0;0;0-0;0;0;away team win;0;1;0
693;WC-2006;2006 FIFA World Cup;M-2006-49;Germany v Sweden;round of 16;not applicable;0;1;0;0;2006-06-24;17:00;S-064;Allianz Arena;Munich;Germany;T-29;Germany;DEU;T-71;Sweden;SWE;2–0;2;0;2;-2;0;0;0-0;0;0;home team win;1;0;0
694;WC-2006;2006 FIFA World Cup;M-2006-50;Argentina v Mexico;round of 16;not applicable;0;1;0;0;2006-06-24;21:00;S-063;Zentralstadion;Leipzig;Germany;T-03;Argentina;ARG;T-44;Mexico;MEX;2–1;2;1;1;-1;1;0;0-0;0;0;home team win;1;0;0
695;WC-2006;2006 FIFA World Cup;M-2006-51;England v Ecuador;round of 16;not applicable;0;1;0;0;2006-06-25;17:00;S-067;Neckarstadion;Stuttgart;Germany;T-27;England;ENG;T-24;Ecuador;ECU;1–0;1;0;1;-1;0;0;0-0;0;0;home team win;1;0;0
696;WC-2006;2006 FIFA World Cup;M-2006-52;Portugal v Netherlands;round of 16;not applicable;0;1;0;0;2006-06-25;21:00;S-066;Frankenstadion;Nuremberg;Germany;T-56;Portugal;PRT;T-46;Netherlands;NLD;1–0;1;0;1;-1;0;0;0-0;0;0;home team win;1;0;0
697;WC-2006;2006 FIFA World Cup;M-2006-53;Italy v Australia;round of 16;not applicable;0;1;0;0;2006-06-26;17:00;S-062;Fritz-Walter-Stadion;Kaiserslautern;Germany;T-39;Italy;ITA;T-04;Australia;AUS;1–0;1;0;1;-1;0;0;0-0;0;0;home team win;1;0;0
698;WC-2006;2006 FIFA World Cup;M-2006-54;Switzerland v Ukraine;round of 16;not applicable;0;1;0;0;2006-06-26;21:00;S-054;RheinEnergieStadion;Cologne;Germany;T-72;Switzerland;CHE;T-77;Ukraine;UKR;0–0;0;0;0;0;1;1;0–3;0;3;away team win;0;1;0
699;WC-2006;2006 FIFA World Cup;M-2006-55;Brazil v Ghana;round of 16;not applicable;0;1;0;0;2006-06-27;17:00;S-055;Westfalenstadion;Dortmund;Germany;T-09;Brazil;BRA;T-30;Ghana;GHA;3–0;3;0;3;-3;0;0;0-0;0;0;home team win;1;0;0
700;WC-2006;2006 FIFA World Cup;M-2006-56;Spain v France;round of 16;not applicable;0;1;0;0;2006-06-27;21:00;S-061;Niedersachsenstadion;Hanover;Germany;T-70;Spain;ESP;T-28;France;FRA;1–3;1;3;-2;2;0;0;0-0;0;0;away team win;0;1;0
701;WC-2006;2006 FIFA World Cup;M-2006-57;Germany v Argentina;quarter-finals;not applicable;0;1;0;0;2006-06-30;17:00;S-053;Olympiastadion;Berlin;Germany;T-29;Germany;DEU;T-03;Argentina;ARG;1–1;1;1;0;0;1;1;4–2;4;2;home team win;1;0;0
702;WC-2006;2006 FIFA World Cup;M-2006-58;Italy v Ukraine;quarter-finals;not applicable;0;1;0;0;2006-06-30;21:00;S-060;Volksparkstadion;Hamburg;Germany;T-39;Italy;ITA;T-77;Ukraine;UKR;3–0;3;0;3;-3;0;0;0-0;0;0;home team win;1;0;0
703;WC-2006;2006 FIFA World Cup;M-2006-59;England v Portugal;quarter-finals;not applicable;0;1;0;0;2006-07-01;17:00;S-058;Arena AufShalke;Gelsenkirchen;Germany;T-27;England;ENG;T-56;Portugal;PRT;0–0;0;0;0;0;1;1;1–3;1;3;away team win;0;1;0
704;WC-2006;2006 FIFA World Cup;M-2006-60;Brazil v France;quarter-finals;not applicable;0;1;0;0;2006-07-01;21:00;S-057;Waldstadion;Frankfurt;Germany;T-09;Brazil;BRA;T-28;France;FRA;0–1;0;1;-1;1;0;0;0-0;0;0;away team win;0;1;0
705;WC-2006;2006 FIFA World Cup;M-2006-61;Germany v Italy;semi-finals;not applicable;0;1;0;0;2006-07-04;21:00;S-055;Westfalenstadion;Dortmund;Germany;T-29;Germany;DEU;T-39;Italy;ITA;0–2;0;2;-2;2;1;0;0-0;0;0;away team win;0;1;0
706;WC-2006;2006 FIFA World Cup;M-2006-62;Portugal v France;semi-finals;not applicable;0;1;0;0;2006-07-05;21:00;S-064;Allianz Arena;Munich;Germany;T-56;Portugal;PRT;T-28;France;FRA;0–1;0;1;-1;1;0;0;0-0;0;0;away team win;0;1;0
707;WC-2006;2006 FIFA World Cup;M-2006-63;Germany v Portugal;third-place match;not applicable;0;1;0;0;2006-07-08;21:00;S-067;Neckarstadion;Stuttgart;Germany;T-29;Germany;DEU;T-56;Portugal;PRT;3–1;3;1;2;-2;0;0;0-0;0;0;home team win;1;0;0
708;WC-2006;2006 FIFA World Cup;M-2006-64;Italy v France;final;not applicable;0;1;0;0;2006-07-09;20:00;S-053;Olympiastadion;Berlin;Germany;T-39;Italy;ITA;T-28;France;FRA;1–1;1;1;0;0;1;1;5–3;5;3;home team win;1;0;0
