idade;selecao;score;funcao
32;inglaterra;85.0;defesa
25;inglaterra;87.5;ataque
22;inglaterra;86.0;defesa
23;inglaterra;85.5;ataque
22;inglaterra;86.0;ataque
24;inglaterra;87.0;defesa
27;inglaterra;84.5;ataque
32;inglaterra;84.0;ataque
40;inglaterra;83.0;ataque
28;inglaterra;83.5;defesa
32;inglaterra;83.0;ataque
21;inglaterra;85.5;ataque
24;inglaterra;84.0;defesa
25;inglaterra;83.5;ataque
25;inglaterra;83.5;defesa
25;inglaterra;83.0;ataque
28;inglaterra;83.0;defesa
24;inglaterra;83.0;ataque
25;inglaterra;83.5;defesa
26;inglaterra;83.0;ataque
27;inglaterra;81.5;ataque
30;inglaterra;81.0;defesa
29;inglaterra;81.5;defesa
32;inglaterra;81.0;defesa
26;inglaterra;81.5;defesa
22;inglaterra;83.5;ataque
24;inglaterra;81.5;ataque
24;inglaterra;81.5;defesa
25;inglaterra;81.5;ataque
25;inglaterra;82.0;ataque
28;inglaterra;80.5;defesa
30;inglaterra;79.0;defesa
26;inglaterra;80.5;ataque
22;inglaterra;82.5;ataque
25;inglaterra;80.5;defesa
25;inglaterra;82.5;defesa
25;inglaterra;82.5;defesa
29;inglaterra;79.5;defesa
29;inglaterra;79.0;defesa
29;inglaterra;79.0;defesa
30;inglaterra;79.0;defesa
30;inglaterra;79.0;ataque
30;inglaterra;79.0;ataque
26;inglaterra;79.5;defesa
22;inglaterra;82.0;defesa
23;inglaterra;81.0;ataque
25;inglaterra;80.5;defesa
26;inglaterra;79.5;ataque
29;inglaterra;78.0;defesa
29;inglaterra;78.0;ataque
29;inglaterra;78.0;ataque
30;inglaterra;78.0;defesa
32;inglaterra;78.0;defesa
33;inglaterra;78.0;defesa
32;inglaterra;78.0;defesa
23;franca;93.0;ataque
27;franca;88.5;defesa
35;franca;87.0;defesa
24;franca;87.5;ataque
26;franca;86.5;ataque
25;franca;87.5;defesa
29;franca;85.0;ataque
23;franca;86.0;ataque
23;franca;86.5;defesa
26;franca;85.0;defesa
29;franca;84.5;defesa
32;franca;84.0;ataque
25;franca;84.5;ataque
27;franca;84.5;defesa
26;franca;84.5;ataque
31;franca;83.0;ataque
22;franca;85.5;ataque
29;franca;82.0;defesa
36;franca;82.0;ataque
35;franca;82.0;ataque
23;franca;84.5;defesa
25;franca;82.5;ataque
23;franca;83.0;defesa
25;franca;83.5;defesa
24;franca;84.0;defesa
28;franca;81.0;ataque
25;franca;82.0;ataque
28;franca;81.0;ataque
28;franca;81.0;ataque
30;franca;81.0;ataque
31;franca;81.0;ataque
29;franca;81.5;defesa
21;franca;83.5;defesa
30;franca;80.0;defesa
22;franca;83.0;defesa
23;franca;83.0;ataque
23;franca;82.5;defesa
26;franca;81.5;ataque
26;franca;81.5;ataque
27;franca;80.5;ataque
28;franca;81.0;defesa
31;franca;80.0;ataque
34;franca;80.0;ataque
21;franca;82.5;defesa
19;franca;84.0;ataque
22;franca;82.0;ataque
23;franca;81.5;ataque
22;franca;82.5;ataque
25;franca;80.5;ataque
24;franca;81.5;ataque
24;franca;81.0;ataque
24;franca;81.0;defesa
28;franca;79.0;ataque
28;franca;79.0;defesa
29;franca;79.0;ataque
32;franca;79.0;ataque
34;franca;79.0;ataque
37;franca;79.0;defesa
22;franca;81.5;defesa
22;franca;81.0;defesa
27;alemanha;89.5;defesa
29;alemanha;87.5;defesa
33;alemanha;87.0;ataque
32;alemanha;86.0;defesa
27;alemanha;86.0;defesa
33;alemanha;85.0;ataque
32;alemanha;85.0;ataque
23;alemanha;87.5;ataque
26;alemanha;84.5;ataque
33;alemanha;84.0;defesa
32;alemanha;83.0;defesa
19;alemanha;86.5;ataque
22;alemanha;85.0;defesa
28;alemanha;82.0;ataque
26;alemanha;83.0;defesa
26;alemanha;83.5;ataque
26;alemanha;83.0;ataque
28;alemanha;82.0;ataque
28;alemanha;82.5;defesa
30;alemanha;82.0;ataque
19;alemanha;85.5;ataque
24;alemanha;83.0;ataque
28;alemanha;81.5;ataque
29;alemanha;81.0;ataque
30;alemanha;81.0;ataque
30;alemanha;81.0;ataque
24;alemanha;82.0;ataque
25;alemanha;82.0;ataque
26;alemanha;81.0;defesa
26;alemanha;81.0;ataque
29;alemanha;80.0;ataque
28;alemanha;80.5;ataque
29;alemanha;80.0;defesa
30;alemanha;80.0;defesa
34;alemanha;80.0;ataque
27;alemanha;80.5;ataque
32;alemanha;79.0;ataque
29;alemanha;79.0;ataque
34;alemanha;79.0;defesa
34;alemanha;79.0;ataque
34;alemanha;79.0;defesa
23;alemanha;80.5;ataque
26;alemanha;81.0;defesa
31;alemanha;78.0;defesa
32;alemanha;78.0;defesa
32;alemanha;78.0;ataque
32;alemanha;78.0;defesa
34;alemanha;78.0;ataque
26;alemanha;78.5;ataque
24;alemanha;79.5;ataque
25;alemanha;79.0;ataque
25;alemanha;78.5;ataque
27;alemanha;77.0;ataque
27;alemanha;78.5;defesa
26;alemanha;78.0;defesa
29;alemanha;77.0;defesa
31;alemanha;77.0;defesa
30;alemanha;77.0;ataque
31;alemanha;77.0;ataque
23;alemanha;79.0;ataque
31;holanda;90.0;defesa
25;holanda;89.5;ataque
23;holanda;87.0;defesa
28;holanda;85.0;ataque
30;holanda;84.0;defesa
23;holanda;85.0;ataque
25;holanda;82.5;ataque
26;holanda;83.0;ataque
30;holanda;82.0;ataque
21;holanda;83.0;defesa
22;holanda;83.0;defesa
21;holanda;84.0;defesa
24;holanda;82.0;ataque
25;holanda;82.5;ataque
27;holanda;80.5;ataque
28;holanda;80.0;ataque
29;holanda;80.5;defesa
31;holanda;80.0;ataque
33;holanda;80.0;defesa
32;holanda;80.0;defesa
31;holanda;80.0;ataque
20;holanda;84.0;ataque
23;holanda;82.0;defesa
22;holanda;81.0;defesa
24;holanda;82.0;defesa
23;holanda;82.0;ataque
30;holanda;79.0;ataque
25;holanda;81.5;ataque
29;holanda;79.0;ataque
32;holanda;79.0;ataque
23;holanda;80.5;ataque
23;holanda;81.5;ataque
25;holanda;80.0;ataque
27;holanda;79.0;defesa
30;holanda;78.0;defesa
29;holanda;78.0;defesa
23;holanda;80.5;defesa
22;holanda;81.0;defesa
26;holanda;78.5;ataque
27;holanda;78.5;defesa
20;holanda;80.5;ataque
23;holanda;79.5;defesa
23;holanda;78.5;ataque
26;holanda;78.0;defesa
28;holanda;76.5;defesa
27;holanda;76.0;ataque
31;holanda;76.0;defesa
33;holanda;76.0;ataque
32;holanda;76.0;defesa
34;holanda;76.0;ataque
34;holanda;76.0;defesa
22;holanda;78.5;defesa
21;holanda;79.0;ataque
22;holanda;78.0;defesa
24;holanda;76.5;ataque
26;holanda;76.5;defesa
27;holanda;75.0;ataque
28;holanda;75.0;ataque
31;holanda;75.0;defesa
30;holanda;75.0;defesa
34;polonia;91.0;ataque
32;polonia;86.0;defesa
28;polonia;83.0;ataque
37;polonia;82.0;defesa
25;polonia;81.5;defesa
28;polonia;79.0;ataque
32;polonia;78.0;ataque
35;polonia;77.0;defesa
25;polonia;79.0;ataque
26;polonia;78.0;defesa
27;polonia;76.5;defesa
31;polonia;76.0;defesa
26;polonia;76.0;ataque
27;polonia;75.5;ataque
25;polonia;76.5;defesa
27;polonia;76.5;defesa
20;polonia;80.0;ataque
23;polonia;78.5;ataque
23;polonia;78.5;ataque
25;polonia;76.5;ataque
27;polonia;74.5;ataque
28;polonia;74.0;defesa
32;polonia;74.0;ataque
35;polonia;74.0;ataque
23;polonia;76.5;defesa
30;polonia;73.0;defesa
23;polonia;76.0;defesa
30;polonia;73.0;defesa
34;polonia;73.0;ataque
27;polonia;72.0;ataque
25;polonia;74.5;defesa
30;polonia;72.0;ataque
30;polonia;72.0;defesa
22;polonia;74.5;defesa
20;polonia;77.0;ataque
22;polonia;75.0;defesa
22;polonia;74.5;defesa
24;polonia;73.5;ataque
24;polonia;73.0;defesa
27;polonia;71.5;ataque
27;polonia;71.5;defesa
30;polonia;71.0;defesa
34;polonia;71.0;defesa
31;polonia;71.0;defesa
35;polonia;71.0;defesa
22;polonia;74.0;defesa
27;polonia;70.0;ataque
25;polonia;72.0;ataque
31;polonia;70.0;defesa
29;polonia;70.0;ataque
36;polonia;70.0;defesa
27;polonia;69.0;ataque
24;polonia;72.0;ataque
24;polonia;72.5;ataque
23;polonia;72.5;ataque
29;polonia;69.0;ataque
24;polonia;71.5;ataque
30;polonia;69.0;ataque
25;polonia;71.5;ataque
28;polonia;69.0;ataque
37;portugal;90.0;ataque
25;portugal;89.5;defesa
28;portugal;88.0;defesa
28;portugal;86.5;ataque
25;portugal;87.0;ataque
23;portugal;87.0;ataque
25;portugal;84.5;ataque
29;portugal;83.0;defesa
26;portugal;83.0;ataque
25;portugal;83.5;ataque
29;portugal;82.0;ataque
27;portugal;82.0;ataque
28;portugal;82.0;ataque
32;portugal;82.0;defesa
34;portugal;82.0;defesa
24;portugal;83.5;ataque
27;portugal;82.0;ataque
28;portugal;81.5;ataque
29;portugal;81.5;defesa
36;portugal;81.0;ataque
39;portugal;81.0;defesa
20;portugal;84.0;defesa
25;portugal;83.0;ataque
28;portugal;80.0;defesa
28;portugal;81.0;defesa
30;portugal;80.0;defesa
31;portugal;80.0;ataque
38;portugal;80.0;defesa
21;portugal;83.5;defesa
22;portugal;84.0;ataque
24;portugal;82.5;ataque
24;portugal;80.5;ataque
23;portugal;82.0;defesa
23;portugal;82.5;defesa
29;portugal;79.0;ataque
30;portugal;79.0;ataque
22;portugal;81.5;ataque
23;portugal;81.0;defesa
27;portugal;78.0;ataque
27;portugal;78.5;ataque
29;portugal;78.0;ataque
31;portugal;78.0;defesa
22;portugal;82.0;ataque
27;portugal;78.5;defesa
23;portugal;79.0;ataque
27;portugal;77.0;ataque
33;portugal;77.0;ataque
28;portugal;77.0;ataque
30;portugal;77.0;defesa
36;portugal;77.0;ataque
35;portugal;77.0;ataque
23;portugal;80.5;defesa
23;portugal;79.0;ataque
22;portugal;79.5;ataque
23;portugal;79.5;ataque
23;portugal;80.5;ataque
32;portugal;76.0;defesa
28;portugal;76.0;ataque
29;portugal;76.0;defesa
34;portugal;76.0;defesa
26;espanha;88.0;defesa
31;espanha;87.0;defesa
33;espanha;86.0;ataque
31;espanha;86.0;ataque
30;espanha;85.0;ataque
35;espanha;85.0;ataque
34;espanha;85.0;defesa
33;espanha;85.0;defesa
25;espanha;85.0;ataque
27;espanha;84.5;ataque
30;espanha;84.0;defesa
31;espanha;84.0;ataque
29;espanha;84.0;ataque
36;espanha;84.0;defesa
25;espanha;86.0;defesa
25;espanha;85.5;ataque
25;espanha;84.5;defesa
26;espanha;84.0;ataque
26;espanha;84.5;ataque
26;espanha;83.5;ataque
25;espanha;84.0;ataque
28;espanha;83.5;ataque
30;espanha;83.0;ataque
30;espanha;83.0;ataque
36;espanha;83.0;ataque
35;espanha;83.0;defesa
36;espanha;83.0;defesa
24;espanha;84.5;ataque
22;espanha;85.0;ataque
27;espanha;83.0;defesa
28;espanha;82.5;defesa
29;espanha;82.0;defesa
27;espanha;82.5;ataque
27;espanha;83.5;ataque
31;espanha;82.0;defesa
28;espanha;82.0;ataque
32;espanha;82.0;defesa
30;espanha;82.0;ataque
33;espanha;82.0;defesa
32;espanha;82.0;defesa
37;espanha;82.0;defesa
23;espanha;84.0;ataque
24;espanha;83.0;ataque
29;espanha;81.0;ataque
28;espanha;81.0;ataque
31;espanha;81.0;ataque
30;espanha;81.0;ataque
31;espanha;81.0;defesa
35;espanha;81.0;defesa
25;espanha;81.5;defesa
27;espanha;80.0;defesa
27;espanha;81.0;defesa
27;espanha;81.0;defesa
27;espanha;80.0;ataque
28;espanha;80.0;ataque
29;espanha;80.0;defesa
35;espanha;80.0;ataque
27;espanha;80.5;ataque
28;espanha;81.5;defesa
30;espanha;80.5;defesa
33;suica;85.0;defesa
24;suica;85.5;defesa
25;suica;83.5;ataque
27;suica;81.5;defesa
25;suica;81.0;ataque
30;suica;80.0;ataque
28;suica;80.0;defesa
30;suica;79.0;ataque
35;suica;78.0;defesa
25;suica;78.5;ataque
26;suica;79.0;defesa
29;suica;77.0;defesa
27;suica;77.0;defesa
30;suica;77.0;defesa
28;suica;76.0;ataque
30;suica;76.0;ataque
30;suica;76.0;ataque
31;suica;76.0;ataque
22;suica;79.0;ataque
24;suica;78.0;ataque
25;suica;76.5;ataque
24;suica;77.0;defesa
28;suica;75.0;defesa
28;suica;75.0;ataque
28;suica;76.5;defesa
31;suica;75.0;ataque
23;suica;78.0;ataque
25;suica;76.5;defesa
27;suica;75.0;defesa
30;suica;74.0;defesa
29;suica;74.0;defesa
31;suica;73.0;ataque
32;suica;73.0;ataque
34;suica;73.0;defesa
26;suica;73.0;ataque
27;suica;73.0;defesa
29;suica;72.0;ataque
30;suica;72.0;ataque
24;suica;74.5;defesa
31;suica;71.0;ataque
25;suica;73.0;ataque
26;suica;72.0;ataque
30;suica;71.0;defesa
34;suica;71.0;defesa
33;suica;71.0;defesa
34;suica;71.0;ataque
36;suica;71.0;ataque
24;suica;72.5;ataque
24;suica;73.5;ataque
24;suica;73.0;defesa
25;suica;73.0;ataque
26;suica;72.5;ataque
26;suica;71.5;ataque
30;suica;70.0;defesa
31;suica;70.0;defesa
38;suica;70.0;ataque
25;suica;70.5;ataque
22;suica;73.0;ataque
23;suica;71.5;defesa
24;suica;72.0;defesa
33;pais_de_gales;81.0;ataque
29;pais_de_gales;79.0;defesa
27;pais_de_gales;78.0;ataque
24;pais_de_gales;79.5;ataque
25;pais_de_gales;77.5;ataque
25;pais_de_gales;77.5;ataque
31;pais_de_gales;76.0;ataque
21;pais_de_gales;80.0;ataque
27;pais_de_gales;76.5;defesa
29;pais_de_gales;75.0;defesa
35;pais_de_gales;74.0;defesa
22;pais_de_gales;77.5;ataque
22;pais_de_gales;76.5;ataque
30;pais_de_gales;73.0;ataque
31;pais_de_gales;73.0;defesa
25;pais_de_gales;76.0;defesa
28;pais_de_gales;72.0;ataque
23;pais_de_gales;74.5;ataque
21;pais_de_gales;76.5;defesa
24;pais_de_gales;72.5;defesa
32;pais_de_gales;71.0;ataque
22;pais_de_gales;75.0;defesa
23;pais_de_gales;72.5;ataque
27;pais_de_gales;70.0;ataque
30;pais_de_gales;70.0;defesa
27;pais_de_gales;71.0;defesa
29;pais_de_gales;70.0;ataque
30;pais_de_gales;70.0;defesa
27;pais_de_gales;69.5;ataque
29;pais_de_gales;69.0;defesa
30;pais_de_gales;69.0;ataque
30;pais_de_gales;68.0;defesa
23;pais_de_gales;72.0;defesa
24;pais_de_gales;70.0;ataque
32;pais_de_gales;68.0;defesa
33;pais_de_gales;68.0;defesa
35;pais_de_gales;68.0;defesa
33;pais_de_gales;68.0;ataque
20;pais_de_gales;73.0;ataque
23;pais_de_gales;69.5;ataque
23;pais_de_gales;72.0;ataque
25;pais_de_gales;68.0;ataque
33;pais_de_gales;67.0;ataque
33;pais_de_gales;67.0;defesa
21;pais_de_gales;73.0;ataque
22;pais_de_gales;71.5;ataque
28;pais_de_gales;66.0;ataque
27;pais_de_gales;66.0;ataque
27;pais_de_gales;66.5;defesa
30;pais_de_gales;66.0;ataque
33;pais_de_gales;66.0;ataque
22;pais_de_gales;67.0;ataque
26;pais_de_gales;67.0;ataque
25;pais_de_gales;66.0;ataque
30;pais_de_gales;65.0;ataque
27;pais_de_gales;65.5;ataque
28;pais_de_gales;65.0;ataque
32;pais_de_gales;65.0;ataque
22;pais_de_gales;69.0;ataque
24;pais_de_gales;65.0;defesa
27;servia;86.5;ataque
29;servia;85.0;ataque
22;servia;87.5;ataque
33;servia;84.0;ataque
25;servia;82.5;defesa
30;servia;80.5;defesa
27;servia;79.5;ataque
24;servia;81.5;ataque
30;servia;79.0;defesa
34;servia;79.0;defesa
26;servia;79.5;defesa
28;servia;78.5;ataque
26;servia;78.5;ataque
26;servia;77.5;ataque
32;servia;77.0;ataque
21;servia;81.0;ataque
26;servia;77.5;ataque
24;servia;77.5;ataque
30;servia;75.0;ataque
39;servia;75.0;defesa
26;servia;74.5;ataque
26;servia;75.5;defesa
30;servia;74.0;ataque
32;servia;74.0;defesa
31;servia;74.0;ataque
29;servia;74.0;defesa
26;servia;75.5;defesa
27;servia;73.5;ataque
25;servia;75.0;defesa
27;servia;74.0;defesa
28;servia;73.0;ataque
31;servia;73.0;ataque
34;servia;73.0;defesa
23;servia;76.5;ataque
26;servia;74.5;defesa
26;servia;72.5;ataque
23;servia;74.5;ataque
29;servia;71.0;ataque
23;servia;73.5;defesa
26;servia;72.0;ataque
32;servia;71.0;ataque
30;servia;71.0;defesa
24;servia;73.0;ataque
28;servia;70.5;defesa
29;servia;70.5;defesa
30;servia;70.0;defesa
33;servia;70.0;defesa
24;servia;72.5;defesa
26;servia;71.5;ataque
30;servia;69.0;ataque
21;servia;74.5;defesa
33;servia;69.0;defesa
27;servia;69.5;ataque
23;servia;74.0;defesa
28;servia;69.0;ataque
31;servia;69.0;ataque
28;servia;70.0;defesa
37;servia;69.0;ataque
23;servia;71.0;defesa
26;servia;69.0;defesa
25;argentina;88.0;ataque
31;argentina;85.0;defesa
28;argentina;84.0;ataque
30;argentina;84.0;defesa
34;argentina;84.0;ataque
34;argentina;84.0;ataque
24;argentina;85.5;defesa
27;argentina;83.5;ataque
30;argentina;82.0;defesa
24;argentina;83.5;defesa
26;argentina;82.0;ataque
27;argentina;81.5;defesa
28;argentina;81.5;defesa
30;argentina;81.0;defesa
28;argentina;81.0;ataque
34;argentina;81.0;defesa
34;argentina;81.0;ataque
24;argentina;82.5;ataque
25;argentina;81.0;ataque
29;argentina;81.0;defesa
28;argentina;80.0;ataque
29;argentina;81.0;defesa
28;argentina;80.0;ataque
24;argentina;81.5;defesa
25;argentina;80.0;defesa
28;argentina;79.0;ataque
27;argentina;81.0;defesa
36;argentina;79.0;defesa
34;argentina;79.0;defesa
29;argentina;79.0;ataque
34;argentina;79.0;ataque
30;argentina;79.0;ataque
21;argentina;82.5;ataque
22;argentina;82.0;ataque
25;argentina;80.5;defesa
24;argentina;81.0;ataque
24;argentina;80.5;ataque
28;argentina;78.0;ataque
26;argentina;79.5;ataque
27;argentina;78.5;ataque
30;argentina;78.0;ataque
29;argentina;78.0;ataque
32;argentina;78.0;defesa
36;argentina;78.0;defesa
31;argentina;78.0;ataque
35;argentina;78.0;defesa
24;argentina;79.5;ataque
26;argentina;78.5;ataque
34;argentina;77.0;ataque
32;argentina;77.0;ataque
33;argentina;77.0;defesa
29;argentina;77.0;ataque
31;argentina;77.0;defesa
37;argentina;77.0;ataque
34;argentina;77.0;ataque
21;argentina;81.5;ataque
26;argentina;77.5;defesa
23;argentina;79.0;ataque
23;argentina;79.0;ataque
24;argentina;79.0;ataque
30;brasil;89.5;defesa
29;brasil;90.0;defesa
30;brasil;89.0;defesa
30;brasil;89.0;ataque
28;brasil;89.0;defesa
29;brasil;87.5;defesa
22;brasil;89.0;ataque
38;brasil;86.0;defesa
24;brasil;86.5;defesa
25;brasil;85.0;defesa
25;brasil;84.5;ataque
25;brasil;84.5;ataque
30;brasil;83.0;ataque
29;brasil;83.0;defesa
31;brasil;83.0;ataque
35;brasil;83.0;defesa
22;brasil;85.0;ataque
25;brasil;84.5;ataque
30;brasil;82.0;defesa
22;brasil;82.0;defesa
28;brasil;82.0;ataque
31;brasil;82.0;defesa
30;brasil;82.0;ataque
24;brasil;83.5;ataque
21;brasil;84.5;ataque
23;brasil;83.5;ataque
24;brasil;84.0;defesa
25;brasil;82.5;ataque
30;brasil;81.0;ataque
26;brasil;81.0;ataque
22;brasil;81.0;ataque
30;brasil;81.0;ataque
22;brasil;81.0;ataque
30;brasil;81.0;defesa
26;brasil;81.0;defesa
33;brasil;81.0;defesa
33;brasil;81.0;defesa
31;brasil;81.0;ataque
24;brasil;82.5;ataque
26;brasil;81.0;ataque
34;brasil;80.0;defesa
22;brasil;80.0;ataque
26;brasil;80.0;defesa
26;brasil;80.0;ataque
29;brasil;80.0;defesa
29;brasil;80.0;ataque
30;brasil;80.0;ataque
31;brasil;80.0;ataque
31;brasil;80.0;defesa
31;brasil;80.0;defesa
23;brasil;81.0;defesa
25;brasil;80.5;ataque
27;brasil;80.5;defesa
26;brasil;81.0;defesa
27;brasil;80.5;defesa
22;brasil;79.0;ataque
30;brasil;79.0;defesa
22;brasil;79.0;defesa
26;brasil;79.0;ataque
30;brasil;79.0;defesa
24;equador;81.0;defesa
20;equador;81.5;defesa
21;equador;81.5;ataque
28;equador;75.0;ataque
32;equador;75.0;ataque
36;equador;75.0;ataque
30;equador;74.0;ataque
23;equador;76.5;ataque
23;equador;76.0;ataque
32;equador;72.0;defesa
27;equador;73.5;ataque
32;equador;72.0;ataque
23;equador;75.0;defesa
23;equador;73.0;ataque
20;equador;76.0;ataque
26;equador;71.0;ataque
25;equador;71.5;ataque
31;equador;70.0;ataque
29;equador;70.0;ataque
25;equador;70.5;ataque
26;equador;69.5;ataque
30;equador;69.0;defesa
25;equador;72.0;defesa
29;equador;69.0;defesa
30;equador;69.0;ataque
25;equador;71.5;ataque
24;equador;72.0;ataque
34;equador;69.0;ataque
27;equador;69.5;defesa
29;equador;68.0;ataque
22;equador;72.5;defesa
22;equador;74.0;defesa
25;equador;70.0;ataque
25;equador;70.5;ataque
24;equador;70.0;ataque
30;equador;68.0;ataque
32;equador;68.0;ataque
29;equador;68.0;ataque
22;equador;71.5;ataque
33;equador;68.0;defesa
30;equador;68.0;defesa
28;equador;69.0;defesa
27;equador;68.0;ataque
26;equador;69.5;ataque
29;equador;68.0;defesa
27;equador;69.5;defesa
29;equador;68.0;ataque
31;equador;68.0;ataque
27;equador;68.0;ataque
25;equador;69.0;defesa
27;equador;67.5;ataque
26;equador;67.0;ataque
19;equador;72.5;ataque
21;equador;72.5;defesa
29;equador;67.0;ataque
25;equador;69.0;ataque
28;equador;67.0;ataque
30;equador;67.0;defesa
23;equador;70.5;ataque
29;equador;67.0;ataque
24;uruguai;87.0;ataque
35;uruguai;84.0;ataque
23;uruguai;86.0;defesa
27;uruguai;84.0;defesa
23;uruguai;85.5;ataque
32;uruguai;82.0;defesa
26;uruguai;82.0;ataque
27;uruguai;82.5;ataque
25;uruguai;81.0;ataque
33;uruguai;79.0;ataque
36;uruguai;79.0;defesa
30;uruguai;78.0;defesa
25;uruguai;78.5;ataque
26;uruguai;79.5;ataque
29;uruguai;79.0;defesa
